500.000000
t          ang. momentum 
0.006772   0.7000000000000000
0.013545   0.7000000000000000
0.020317   0.7000000000000000
0.027090   0.6999999999999998
0.033862   0.6999999999999998
0.040635   0.6999999999999998
0.047407   0.6999999999999997
0.054180   0.6999999999999996
0.060952   0.6999999999999996
0.067725   0.6999999999999995
0.074497   0.6999999999999995
0.081270   0.6999999999999995
0.088042   0.6999999999999995
0.094815   0.6999999999999995
0.101587   0.6999999999999995
0.108360   0.6999999999999994
0.115132   0.6999999999999994
0.121905   0.6999999999999995
0.128677   0.6999999999999995
0.135450   0.6999999999999995
0.142222   0.6999999999999994
0.148995   0.6999999999999994
0.155767   0.6999999999999993
0.162540   0.6999999999999995
0.169312   0.6999999999999995
0.176085   0.6999999999999995
0.182857   0.6999999999999994
0.189630   0.6999999999999994
0.196402   0.6999999999999993
0.203175   0.6999999999999993
0.209947   0.6999999999999993
0.216720   0.6999999999999993
0.223492   0.6999999999999993
0.230265   0.6999999999999993
0.237037   0.6999999999999993
0.243810   0.6999999999999991
0.250582   0.6999999999999990
0.257355   0.6999999999999990
0.264127   0.6999999999999990
0.270900   0.6999999999999988
0.277672   0.6999999999999988
0.284445   0.6999999999999990
0.291217   0.6999999999999988
0.297990   0.6999999999999990
0.304762   0.6999999999999990
0.311535   0.6999999999999988
0.318307   0.6999999999999988
0.325080   0.6999999999999988
0.331852   0.6999999999999988
0.338625   0.6999999999999987
0.345397   0.6999999999999987
0.352170   0.6999999999999987
0.358942   0.6999999999999987
0.365715   0.6999999999999988
0.372487   0.6999999999999988
0.379260   0.6999999999999988
0.386032   0.6999999999999990
0.392805   0.6999999999999988
0.399577   0.6999999999999990
0.406350   0.6999999999999988
0.413122   0.6999999999999988
0.419895   0.6999999999999987
0.426667   0.6999999999999987
0.433440   0.6999999999999987
0.440212   0.6999999999999987
0.446985   0.6999999999999986
0.453757   0.6999999999999985
0.460530   0.6999999999999986
0.467302   0.6999999999999985
0.474075   0.6999999999999986
0.480847   0.6999999999999984
0.487620   0.6999999999999985
0.494392   0.6999999999999986
0.501165   0.6999999999999986
0.507937   0.6999999999999986
0.514710   0.6999999999999986
0.521482   0.6999999999999986
0.528255   0.6999999999999986
0.535027   0.6999999999999985
0.541800   0.6999999999999986
0.548572   0.6999999999999986
0.555345   0.6999999999999986
0.562117   0.6999999999999986
0.568890   0.6999999999999985
0.575662   0.6999999999999985
0.582435   0.6999999999999984
0.589207   0.6999999999999984
0.595980   0.6999999999999984
0.602752   0.6999999999999984
0.609525   0.6999999999999984
0.616297   0.6999999999999984
0.623070   0.6999999999999984
0.629842   0.6999999999999985
0.636615   0.6999999999999984
0.643387   0.6999999999999984
0.650160   0.6999999999999984
0.656932   0.6999999999999986
0.663705   0.6999999999999984
0.670477   0.6999999999999984
0.677250   0.6999999999999985
0.684022   0.6999999999999985
0.690795   0.6999999999999985
0.697567   0.6999999999999986
0.704340   0.6999999999999986
0.711112   0.6999999999999986
0.717885   0.6999999999999986
0.724657   0.6999999999999986
0.731430   0.6999999999999986
0.738202   0.6999999999999986
0.744975   0.6999999999999986
0.751747   0.6999999999999986
0.758520   0.6999999999999985
0.765292   0.6999999999999986
0.772065   0.6999999999999984
0.778837   0.6999999999999984
0.785610   0.6999999999999984
0.792382   0.6999999999999984
0.799155   0.6999999999999984
0.805927   0.6999999999999984
0.812700   0.6999999999999984
0.819472   0.6999999999999984
0.826245   0.6999999999999983
0.833017   0.6999999999999983
0.839790   0.6999999999999984
0.846562   0.6999999999999984
0.853335   0.6999999999999984
0.860107   0.6999999999999982
0.866880   0.6999999999999982
0.873652   0.6999999999999981
0.880425   0.6999999999999981
0.887197   0.6999999999999982
0.893970   0.6999999999999981
0.900742   0.6999999999999981
0.907515   0.6999999999999982
0.914287   0.6999999999999982
0.921060   0.6999999999999981
0.927832   0.6999999999999980
0.934605   0.6999999999999980
0.941377   0.6999999999999978
0.948150   0.6999999999999977
0.954922   0.6999999999999977
0.961695   0.6999999999999977
0.968467   0.6999999999999976
0.975240   0.6999999999999976
0.982012   0.6999999999999975
0.988785   0.6999999999999976
0.995557   0.6999999999999977
1.002330   0.6999999999999976
1.009102   0.6999999999999976
1.015875   0.6999999999999976
1.022647   0.6999999999999978
1.029420   0.6999999999999978
1.036192   0.6999999999999980
1.042965   0.6999999999999977
1.049737   0.6999999999999976
1.056510   0.6999999999999977
1.063282   0.6999999999999976
1.070055   0.6999999999999976
1.076827   0.6999999999999977
1.083600   0.6999999999999977
1.090372   0.6999999999999977
1.097145   0.6999999999999977
1.103917   0.6999999999999977
1.110690   0.6999999999999977
1.117462   0.6999999999999976
1.124235   0.6999999999999976
1.131007   0.6999999999999975
1.137780   0.6999999999999975
1.144552   0.6999999999999977
1.151325   0.6999999999999977
1.158097   0.6999999999999977
1.164870   0.6999999999999978
1.171642   0.6999999999999977
1.178415   0.6999999999999977
1.185187   0.6999999999999977
1.191960   0.6999999999999980
1.198732   0.6999999999999980
1.205505   0.6999999999999980
1.212277   0.6999999999999980
1.219050   0.6999999999999980
1.225822   0.6999999999999980
1.232595   0.6999999999999980
1.239367   0.6999999999999978
1.246140   0.6999999999999980
1.252912   0.6999999999999981
1.259685   0.6999999999999981
1.266457   0.6999999999999982
1.273230   0.6999999999999983
1.280002   0.6999999999999982
1.286775   0.6999999999999981
1.293547   0.6999999999999980
1.300320   0.6999999999999982
1.307092   0.6999999999999982
1.313865   0.6999999999999982
1.320637   0.6999999999999982
1.327410   0.6999999999999983
1.334182   0.6999999999999984
1.340955   0.6999999999999983
1.347727   0.6999999999999983
1.354500   0.6999999999999982
1.361272   0.6999999999999982
1.368045   0.6999999999999981
1.374817   0.6999999999999982
1.381590   0.6999999999999982
1.388362   0.6999999999999982
1.395135   0.6999999999999983
1.401907   0.6999999999999984
1.408680   0.6999999999999984
1.415452   0.6999999999999984
1.422225   0.6999999999999984
1.428997   0.6999999999999984
1.435770   0.6999999999999984
1.442542   0.6999999999999983
1.449315   0.6999999999999983
1.456087   0.6999999999999982
1.462860   0.6999999999999983
1.469632   0.6999999999999984
1.476405   0.6999999999999983
1.483177   0.6999999999999982
1.489950   0.6999999999999982
1.496722   0.6999999999999982
1.503495   0.6999999999999982
1.510267   0.6999999999999982
1.517040   0.6999999999999982
1.523812   0.6999999999999982
1.530585   0.6999999999999982
1.537357   0.6999999999999983
1.544130   0.6999999999999984
1.550902   0.6999999999999984
1.557675   0.6999999999999983
1.564447   0.6999999999999983
1.571220   0.6999999999999984
1.577992   0.6999999999999984
1.584765   0.6999999999999984
1.591537   0.6999999999999984
1.598310   0.6999999999999984
1.605082   0.6999999999999986
1.611855   0.6999999999999986
1.618627   0.6999999999999987
1.625400   0.6999999999999987
1.632172   0.6999999999999987
1.638945   0.6999999999999988
1.645717   0.6999999999999990
1.652490   0.6999999999999990
1.659262   0.6999999999999990
1.666035   0.6999999999999990
1.672807   0.6999999999999990
1.679580   0.6999999999999990
1.686352   0.6999999999999991
1.693125   0.6999999999999991
1.699897   0.6999999999999992
1.706670   0.6999999999999991
1.713442   0.6999999999999991
1.720215   0.6999999999999993
1.726987   0.6999999999999992
1.733760   0.6999999999999992
1.740532   0.6999999999999992
1.747305   0.6999999999999992
1.754077   0.6999999999999991
1.760850   0.6999999999999991
1.767622   0.6999999999999991
1.774395   0.6999999999999991
1.781167   0.6999999999999991
1.787940   0.6999999999999991
1.794712   0.6999999999999991
1.801485   0.6999999999999991
1.808257   0.6999999999999991
1.815030   0.6999999999999991
1.821802   0.6999999999999991
1.828575   0.6999999999999992
1.835347   0.6999999999999991
1.842120   0.6999999999999992
1.848892   0.6999999999999991
1.855665   0.6999999999999992
1.862437   0.6999999999999992
1.869210   0.6999999999999992
1.875982   0.6999999999999991
1.882755   0.6999999999999991
1.889527   0.6999999999999991
1.896300   0.6999999999999991
