500.000000
t          ang. momentum 
1.903072   0.6999999999999991
1.909845   0.6999999999999991
1.916617   0.6999999999999992
1.923390   0.6999999999999992
1.930162   0.6999999999999992
1.936935   0.6999999999999991
1.943707   0.6999999999999990
1.950480   0.6999999999999991
1.957252   0.6999999999999991
1.964025   0.6999999999999991
1.970797   0.6999999999999991
1.977570   0.6999999999999991
1.984342   0.6999999999999990
1.991115   0.6999999999999991
1.997887   0.6999999999999991
2.004659   0.6999999999999990
2.011432   0.6999999999999991
2.018204   0.6999999999999991
2.024977   0.6999999999999991
2.031749   0.6999999999999991
2.038522   0.6999999999999991
2.045294   0.6999999999999991
2.052067   0.6999999999999993
2.058839   0.6999999999999993
2.065612   0.6999999999999992
2.072384   0.6999999999999991
2.079157   0.6999999999999991
2.085929   0.6999999999999991
2.092702   0.6999999999999992
2.099474   0.6999999999999992
2.106247   0.6999999999999994
2.113019   0.6999999999999995
2.119792   0.6999999999999996
2.126564   0.6999999999999996
2.133337   0.6999999999999997
2.140109   0.6999999999999996
2.146882   0.6999999999999995
2.153654   0.6999999999999997
2.160427   0.6999999999999996
2.167199   0.6999999999999996
2.173972   0.6999999999999997
2.180744   0.6999999999999997
2.187517   0.6999999999999998
2.194289   0.6999999999999998
2.201062   0.7000000000000000
2.207834   0.7000000000000000
2.214607   0.7000000000000000
2.221379   0.6999999999999998
2.228152   0.6999999999999998
2.234924   0.6999999999999998
2.241697   0.6999999999999998
2.248469   0.7000000000000000
2.255242   0.7000000000000001
2.262014   0.7000000000000002
2.268787   0.7000000000000001
2.275559   0.6999999999999998
2.282332   0.6999999999999998
2.289104   0.6999999999999998
2.295877   0.7000000000000000
2.302649   0.7000000000000000
2.309422   0.6999999999999998
2.316194   0.7000000000000000
2.322967   0.7000000000000000
2.329739   0.7000000000000000
2.336512   0.7000000000000000
2.343284   0.7000000000000000
2.350057   0.7000000000000000
2.356829   0.7000000000000001
2.363602   0.7000000000000001
2.370374   0.7000000000000000
2.377147   0.7000000000000001
2.383919   0.7000000000000001
2.390692   0.7000000000000002
2.397464   0.7000000000000001
2.404237   0.7000000000000001
2.411009   0.7000000000000002
2.417782   0.7000000000000003
2.424554   0.7000000000000003
2.431327   0.7000000000000002
2.438099   0.7000000000000002
2.444872   0.7000000000000001
2.451644   0.7000000000000001
2.458417   0.7000000000000000
2.465189   0.7000000000000000
2.471962   0.7000000000000000
2.478734   0.6999999999999997
2.485507   0.6999999999999998
2.492279   0.6999999999999998
2.499052   0.6999999999999998
2.505824   0.6999999999999998
2.512597   0.6999999999999998
2.519369   0.7000000000000000
2.526142   0.7000000000000000
2.532914   0.7000000000000000
2.539687   0.7000000000000000
2.546459   0.6999999999999998
2.553232   0.6999999999999998
2.560004   0.6999999999999998
2.566777   0.6999999999999997
2.573549   0.6999999999999997
2.580322   0.6999999999999997
2.587094   0.6999999999999997
2.593867   0.6999999999999997
2.600639   0.6999999999999997
2.607412   0.6999999999999996
2.614184   0.6999999999999996
2.620957   0.6999999999999995
2.627729   0.6999999999999995
2.634502   0.6999999999999995
2.641274   0.6999999999999995
2.648047   0.6999999999999996
2.654819   0.6999999999999995
2.661592   0.6999999999999995
2.668364   0.6999999999999995
2.675137   0.6999999999999996
2.681909   0.6999999999999995
2.688682   0.6999999999999995
2.695454   0.6999999999999995
2.702227   0.6999999999999996
2.708999   0.6999999999999997
2.715772   0.6999999999999997
2.722544   0.6999999999999997
2.729317   0.6999999999999997
2.736089   0.6999999999999996
2.742862   0.6999999999999996
2.749634   0.6999999999999995
2.756407   0.6999999999999997
2.763179   0.6999999999999997
2.769952   0.6999999999999997
2.776724   0.6999999999999997
2.783497   0.6999999999999997
2.790269   0.6999999999999997
2.797042   0.6999999999999997
2.803814   0.6999999999999997
2.810587   0.6999999999999997
2.817359   0.6999999999999997
2.824132   0.6999999999999996
2.830904   0.6999999999999996
2.837677   0.6999999999999996
2.844449   0.6999999999999995
2.851222   0.6999999999999995
2.857994   0.6999999999999995
2.864767   0.6999999999999994
2.871539   0.6999999999999994
2.878312   0.6999999999999994
2.885084   0.6999999999999994
2.891857   0.6999999999999995
2.898629   0.6999999999999994
2.905402   0.6999999999999993
2.912174   0.6999999999999994
2.918947   0.6999999999999995
2.925719   0.6999999999999996
2.932492   0.6999999999999995
2.939264   0.6999999999999995
2.946037   0.6999999999999995
2.952809   0.6999999999999995
2.959582   0.6999999999999995
2.966354   0.6999999999999996
2.973127   0.6999999999999997
2.979899   0.6999999999999996
2.986672   0.6999999999999997
2.993444   0.6999999999999997
3.000217   0.6999999999999997
3.006989   0.6999999999999996
3.013762   0.6999999999999997
3.020534   0.6999999999999996
3.027307   0.6999999999999997
3.034079   0.6999999999999997
3.040852   0.6999999999999997
3.047624   0.6999999999999997
3.054397   0.6999999999999996
3.061169   0.6999999999999998
3.067942   0.7000000000000000
3.074714   0.6999999999999998
3.081487   0.6999999999999998
3.088259   0.6999999999999998
3.095032   0.7000000000000000
3.101804   0.7000000000000000
3.108577   0.7000000000000001
3.115349   0.7000000000000000
3.122122   0.6999999999999998
3.128894   0.6999999999999998
3.135667   0.6999999999999997
3.142439   0.6999999999999996
3.149212   0.6999999999999997
3.155984   0.6999999999999996
3.162757   0.6999999999999997
3.169529   0.6999999999999998
3.176302   0.6999999999999998
3.183074   0.6999999999999998
3.189847   0.6999999999999997
3.196619   0.6999999999999997
3.203392   0.6999999999999996
3.210164   0.6999999999999997
3.216937   0.6999999999999996
3.223709   0.6999999999999997
3.230482   0.6999999999999997
3.237254   0.6999999999999997
3.244027   0.7000000000000000
3.250799   0.6999999999999998
3.257572   0.6999999999999998
3.264344   0.6999999999999997
3.271117   0.6999999999999997
3.277889   0.6999999999999998
3.284662   0.6999999999999997
3.291434   0.7000000000000000
3.298207   0.7000000000000000
3.304979   0.7000000000000001
3.311752   0.7000000000000001
3.318524   0.7000000000000001
3.325297   0.7000000000000001
3.332069   0.7000000000000001
3.338842   0.7000000000000002
3.345614   0.7000000000000002
3.352387   0.7000000000000003
3.359159   0.7000000000000003
3.365932   0.7000000000000003
3.372704   0.7000000000000003
3.379477   0.7000000000000003
3.386249   0.7000000000000004
