t              x         y          r       theta         en
1.419600   0.150720   0.988592   1.000015  1.419502   1.499993
1.419800   0.150522   0.988622   1.000015  1.419702   1.499993
1.420000   0.150324   0.988652   1.000015  1.419902   1.499993
1.420200   0.150127   0.988682   1.000015  1.420102   1.499993
1.420400   0.149929   0.988712   1.000015  1.420302   1.499993
1.420600   0.149731   0.988742   1.000015  1.420502   1.499993
1.420800   0.149533   0.988772   1.000015  1.420702   1.499993
1.421000   0.149336   0.988801   1.000015  1.420902   1.499993
1.421200   0.149138   0.988831   1.000015  1.421102   1.499993
1.421400   0.148940   0.988861   1.000015  1.421302   1.499993
1.421600   0.148742   0.988891   1.000015  1.421502   1.499993
1.421800   0.148545   0.988921   1.000015  1.421702   1.499993
1.422000   0.148347   0.988950   1.000015  1.421902   1.499993
1.422200   0.148149   0.988980   1.000015  1.422102   1.499993
1.422400   0.147951   0.989009   1.000015  1.422302   1.499993
1.422600   0.147753   0.989039   1.000015  1.422502   1.499993
1.422800   0.147556   0.989069   1.000015  1.422702   1.499993
1.423000   0.147358   0.989098   1.000015  1.422902   1.499993
1.423200   0.147160   0.989127   1.000015  1.423102   1.499993
1.423400   0.146962   0.989157   1.000015  1.423302   1.499993
1.423600   0.146764   0.989186   1.000015  1.423502   1.499993
1.423800   0.146566   0.989215   1.000014  1.423702   1.499993
1.424000   0.146369   0.989245   1.000014  1.423902   1.499993
1.424200   0.146171   0.989274   1.000014  1.424102   1.499993
1.424400   0.145973   0.989303   1.000014  1.424302   1.499993
1.424600   0.145775   0.989332   1.000014  1.424502   1.499993
1.424800   0.145577   0.989361   1.000014  1.424702   1.499993
1.425000   0.145379   0.989391   1.000014  1.424902   1.499993
1.425200   0.145181   0.989420   1.000014  1.425102   1.499993
1.425400   0.144984   0.989449   1.000014  1.425302   1.499993
1.425600   0.144786   0.989478   1.000014  1.425502   1.499993
1.425800   0.144588   0.989506   1.000014  1.425702   1.499993
1.426000   0.144390   0.989535   1.000014  1.425902   1.499993
1.426200   0.144192   0.989564   1.000014  1.426102   1.499993
1.426400   0.143994   0.989593   1.000014  1.426302   1.499993
1.426600   0.143796   0.989622   1.000014  1.426502   1.499993
1.426800   0.143598   0.989650   1.000014  1.426702   1.499993
1.427000   0.143400   0.989679   1.000014  1.426902   1.499993
1.427200   0.143202   0.989708   1.000014  1.427102   1.499993
1.427400   0.143004   0.989736   1.000014  1.427302   1.499993
1.427600   0.142806   0.989765   1.000014  1.427502   1.499993
1.427800   0.142608   0.989793   1.000014  1.427702   1.499993
1.428000   0.142411   0.989822   1.000014  1.427902   1.499993
1.428200   0.142213   0.989850   1.000014  1.428102   1.499993
1.428400   0.142015   0.989879   1.000014  1.428302   1.499993
1.428600   0.141817   0.989907   1.000014  1.428502   1.499993
1.428800   0.141619   0.989935   1.000014  1.428702   1.499993
1.429000   0.141421   0.989964   1.000014  1.428902   1.499993
1.429200   0.141223   0.989992   1.000014  1.429102   1.499993
1.429400   0.141025   0.990020   1.000014  1.429302   1.499993
1.429600   0.140827   0.990048   1.000014  1.429502   1.499993
1.429800   0.140629   0.990076   1.000014  1.429702   1.499993
1.430000   0.140431   0.990105   1.000014  1.429902   1.499993
1.430200   0.140233   0.990133   1.000014  1.430102   1.499993
1.430400   0.140035   0.990161   1.000014  1.430302   1.499993
1.430600   0.139837   0.990189   1.000014  1.430502   1.499993
1.430800   0.139639   0.990217   1.000014  1.430702   1.499993
1.431000   0.139440   0.990244   1.000014  1.430902   1.499993
1.431200   0.139242   0.990272   1.000014  1.431102   1.499993
1.431400   0.139044   0.990300   1.000014  1.431302   1.499993
1.431600   0.138846   0.990328   1.000014  1.431502   1.499993
1.431800   0.138648   0.990356   1.000014  1.431702   1.499993
1.432000   0.138450   0.990383   1.000014  1.431902   1.499993
1.432200   0.138252   0.990411   1.000014  1.432102   1.499993
1.432400   0.138054   0.990439   1.000014  1.432302   1.499993
1.432600   0.137856   0.990466   1.000014  1.432502   1.499993
1.432800   0.137658   0.990494   1.000014  1.432702   1.499993
1.433000   0.137460   0.990521   1.000014  1.432902   1.499993
1.433200   0.137262   0.990549   1.000014  1.433102   1.499993
1.433400   0.137064   0.990576   1.000014  1.433302   1.499993
1.433600   0.136865   0.990603   1.000014  1.433502   1.499993
1.433800   0.136667   0.990631   1.000014  1.433702   1.499993
1.434000   0.136469   0.990658   1.000014  1.433902   1.499993
1.434200   0.136271   0.990685   1.000013  1.434102   1.499993
1.434400   0.136073   0.990712   1.000013  1.434302   1.499993
1.434600   0.135875   0.990740   1.000013  1.434502   1.499993
1.434800   0.135677   0.990767   1.000013  1.434702   1.499993
1.435000   0.135478   0.990794   1.000013  1.434902   1.499993
1.435200   0.135280   0.990821   1.000013  1.435102   1.499993
1.435400   0.135082   0.990848   1.000013  1.435302   1.499993
1.435600   0.134884   0.990875   1.000013  1.435502   1.499993
1.435800   0.134686   0.990902   1.000013  1.435702   1.499993
1.436000   0.134488   0.990929   1.000013  1.435902   1.499993
1.436200   0.134289   0.990956   1.000013  1.436102   1.499993
1.436400   0.134091   0.990982   1.000013  1.436302   1.499993
1.436600   0.133893   0.991009   1.000013  1.436502   1.499993
1.436800   0.133695   0.991036   1.000013  1.436702   1.499993
1.437000   0.133497   0.991063   1.000013  1.436902   1.499993
1.437200   0.133298   0.991089   1.000013  1.437102   1.499993
1.437400   0.133100   0.991116   1.000013  1.437302   1.499993
1.437600   0.132902   0.991142   1.000013  1.437502   1.499993
1.437800   0.132704   0.991169   1.000013  1.437702   1.499993
1.438000   0.132505   0.991196   1.000013  1.437902   1.499993
1.438200   0.132307   0.991222   1.000013  1.438102   1.499993
1.438400   0.132109   0.991248   1.000013  1.438302   1.499993
1.438600   0.131911   0.991275   1.000013  1.438502   1.499993
1.438800   0.131713   0.991301   1.000013  1.438702   1.499993
1.439000   0.131514   0.991327   1.000013  1.438902   1.499993
1.439200   0.131316   0.991354   1.000013  1.439102   1.499993
1.439400   0.131118   0.991380   1.000013  1.439302   1.499994
1.439600   0.130919   0.991406   1.000013  1.439502   1.499994
1.439800   0.130721   0.991432   1.000013  1.439702   1.499994
1.440000   0.130523   0.991458   1.000013  1.439902   1.499994
1.440200   0.130325   0.991484   1.000013  1.440102   1.499994
1.440400   0.130126   0.991510   1.000013  1.440302   1.499994
1.440600   0.129928   0.991536   1.000013  1.440502   1.499994
1.440800   0.129730   0.991562   1.000013  1.440702   1.499994
1.441000   0.129531   0.991588   1.000013  1.440902   1.499994
1.441200   0.129333   0.991614   1.000013  1.441102   1.499994
1.441400   0.129135   0.991640   1.000013  1.441302   1.499994
1.441600   0.128936   0.991666   1.000013  1.441502   1.499994
1.441800   0.128738   0.991692   1.000013  1.441702   1.499994
1.442000   0.128540   0.991717   1.000013  1.441902   1.499994
1.442200   0.128341   0.991743   1.000013  1.442102   1.499994
1.442400   0.128143   0.991769   1.000013  1.442302   1.499994
1.442600   0.127945   0.991794   1.000013  1.442502   1.499994
1.442800   0.127746   0.991820   1.000013  1.442702   1.499994
1.443000   0.127548   0.991845   1.000013  1.442902   1.499994
1.443200   0.127350   0.991871   1.000013  1.443102   1.499994
1.443400   0.127151   0.991896   1.000013  1.443302   1.499994
1.443600   0.126953   0.991921   1.000013  1.443502   1.499994
1.443800   0.126754   0.991947   1.000013  1.443702   1.499994
1.444000   0.126556   0.991972   1.000013  1.443902   1.499994
1.444200   0.126358   0.991997   1.000013  1.444102   1.499994
1.444400   0.126159   0.992023   1.000013  1.444302   1.499994
1.444600   0.125961   0.992048   1.000012  1.444502   1.499994
1.444800   0.125762   0.992073   1.000012  1.444702   1.499994
1.445000   0.125564   0.992098   1.000012  1.444902   1.499994
1.445200   0.125366   0.992123   1.000012  1.445102   1.499994
1.445400   0.125167   0.992148   1.000012  1.445302   1.499994
1.445600   0.124969   0.992173   1.000012  1.445502   1.499994
1.445800   0.124770   0.992198   1.000012  1.445702   1.499994
1.446000   0.124572   0.992223   1.000012  1.445902   1.499994
1.446200   0.124373   0.992248   1.000012  1.446102   1.499994
1.446400   0.124175   0.992273   1.000012  1.446302   1.499994
1.446600   0.123977   0.992298   1.000012  1.446502   1.499994
1.446800   0.123778   0.992322   1.000012  1.446702   1.499994
1.447000   0.123580   0.992347   1.000012  1.446902   1.499994
1.447200   0.123381   0.992372   1.000012  1.447102   1.499994
1.447400   0.123183   0.992396   1.000012  1.447302   1.499994
1.447600   0.122984   0.992421   1.000012  1.447502   1.499994
1.447800   0.122786   0.992445   1.000012  1.447701   1.499994
1.448000   0.122587   0.992470   1.000012  1.447901   1.499994
1.448200   0.122389   0.992494   1.000012  1.448101   1.499994
1.448400   0.122190   0.992519   1.000012  1.448301   1.499994
1.448600   0.121992   0.992543   1.000012  1.448501   1.499994
1.448800   0.121793   0.992568   1.000012  1.448701   1.499994
1.449000   0.121595   0.992592   1.000012  1.448901   1.499994
1.449200   0.121396   0.992616   1.000012  1.449101   1.499994
1.449400   0.121198   0.992641   1.000012  1.449301   1.499994
1.449600   0.120999   0.992665   1.000012  1.449501   1.499994
1.449800   0.120801   0.992689   1.000012  1.449701   1.499994
1.450000   0.120602   0.992713   1.000012  1.449901   1.499994
1.450200   0.120404   0.992737   1.000012  1.450101   1.499994
1.450400   0.120205   0.992761   1.000012  1.450301   1.499994
1.450600   0.120006   0.992785   1.000012  1.450501   1.499994
1.450800   0.119808   0.992809   1.000012  1.450701   1.499994
1.451000   0.119609   0.992833   1.000012  1.450901   1.499994
1.451200   0.119411   0.992857   1.000012  1.451101   1.499994
1.451400   0.119212   0.992881   1.000012  1.451301   1.499994
1.451600   0.119014   0.992905   1.000012  1.451501   1.499994
1.451800   0.118815   0.992928   1.000012  1.451701   1.499994
1.452000   0.118616   0.992952   1.000012  1.451901   1.499994
1.452200   0.118418   0.992976   1.000012  1.452101   1.499994
1.452400   0.118219   0.992999   1.000012  1.452301   1.499994
1.452600   0.118021   0.993023   1.000012  1.452501   1.499994
1.452800   0.117822   0.993047   1.000012  1.452701   1.499994
1.453000   0.117623   0.993070   1.000012  1.452901   1.499994
1.453200   0.117425   0.993094   1.000012  1.453101   1.499994
1.453400   0.117226   0.993117   1.000012  1.453301   1.499994
1.453600   0.117028   0.993140   1.000012  1.453501   1.499994
1.453800   0.116829   0.993164   1.000012  1.453701   1.499994
1.454000   0.116630   0.993187   1.000012  1.453901   1.499994
1.454200   0.116432   0.993210   1.000012  1.454101   1.499994
1.454400   0.116233   0.993234   1.000012  1.454301   1.499994
1.454600   0.116034   0.993257   1.000012  1.454501   1.499994
1.454800   0.115836   0.993280   1.000012  1.454701   1.499994
1.455000   0.115637   0.993303   1.000011  1.454901   1.499994
1.455200   0.115438   0.993326   1.000011  1.455101   1.499994
1.455400   0.115240   0.993349   1.000011  1.455301   1.499994
1.455600   0.115041   0.993372   1.000011  1.455501   1.499994
1.455800   0.114842   0.993395   1.000011  1.455701   1.499994
1.456000   0.114644   0.993418   1.000011  1.455901   1.499994
1.456200   0.114445   0.993441   1.000011  1.456101   1.499994
1.456400   0.114246   0.993464   1.000011  1.456301   1.499994
1.456600   0.114048   0.993487   1.000011  1.456501   1.499994
1.456800   0.113849   0.993509   1.000011  1.456701   1.499994
1.457000   0.113650   0.993532   1.000011  1.456901   1.499994
1.457200   0.113452   0.993555   1.000011  1.457101   1.499994
1.457400   0.113253   0.993578   1.000011  1.457301   1.499994
1.457600   0.113054   0.993600   1.000011  1.457501   1.499994
1.457800   0.112855   0.993623   1.000011  1.457701   1.499994
1.458000   0.112657   0.993645   1.000011  1.457901   1.499994
1.458200   0.112458   0.993668   1.000011  1.458101   1.499994
1.458400   0.112259   0.993690   1.000011  1.458301   1.499994
1.458600   0.112060   0.993713   1.000011  1.458501   1.499994
1.458800   0.111862   0.993735   1.000011  1.458701   1.499994
1.459000   0.111663   0.993757   1.000011  1.458901   1.499994
1.459200   0.111464   0.993780   1.000011  1.459101   1.499994
1.459400   0.111265   0.993802   1.000011  1.459301   1.499994
1.459600   0.111067   0.993824   1.000011  1.459501   1.499994
1.459800   0.110868   0.993846   1.000011  1.459701   1.499994
1.460000   0.110669   0.993868   1.000011  1.459901   1.499995
1.460200   0.110470   0.993890   1.000011  1.460101   1.499995
1.460400   0.110272   0.993913   1.000011  1.460301   1.499995
1.460600   0.110073   0.993935   1.000011  1.460501   1.499995
1.460800   0.109874   0.993957   1.000011  1.460701   1.499995
1.461000   0.109675   0.993978   1.000011  1.460901   1.499995
1.461200   0.109476   0.994000   1.000011  1.461101   1.499995
1.461400   0.109278   0.994022   1.000011  1.461301   1.499995
1.461600   0.109079   0.994044   1.000011  1.461501   1.499995
1.461800   0.108880   0.994066   1.000011  1.461701   1.499995
1.462000   0.108681   0.994088   1.000011  1.461901   1.499995
1.462200   0.108482   0.994109   1.000011  1.462101   1.499995
1.462400   0.108284   0.994131   1.000011  1.462301   1.499995
1.462600   0.108085   0.994152   1.000011  1.462501   1.499995
1.462800   0.107886   0.994174   1.000011  1.462701   1.499995
1.463000   0.107687   0.994196   1.000011  1.462901   1.499995
1.463200   0.107488   0.994217   1.000011  1.463101   1.499995
1.463400   0.107289   0.994239   1.000011  1.463301   1.499995
1.463600   0.107091   0.994260   1.000011  1.463501   1.499995
1.463800   0.106892   0.994281   1.000011  1.463701   1.499995
1.464000   0.106693   0.994303   1.000011  1.463901   1.499995
1.464200   0.106494   0.994324   1.000011  1.464101   1.499995
1.464400   0.106295   0.994345   1.000011  1.464301   1.499995
1.464600   0.106096   0.994366   1.000011  1.464501   1.499995
1.464800   0.105897   0.994388   1.000011  1.464701   1.499995
1.465000   0.105699   0.994409   1.000011  1.464901   1.499995
1.465200   0.105500   0.994430   1.000010  1.465101   1.499995
1.465400   0.105301   0.994451   1.000010  1.465301   1.499995
1.465600   0.105102   0.994472   1.000010  1.465501   1.499995
1.465800   0.104903   0.994493   1.000010  1.465701   1.499995
1.466000   0.104704   0.994514   1.000010  1.465901   1.499995
1.466200   0.104505   0.994535   1.000010  1.466101   1.499995
1.466400   0.104306   0.994556   1.000010  1.466301   1.499995
1.466600   0.104107   0.994576   1.000010  1.466501   1.499995
1.466800   0.103908   0.994597   1.000010  1.466701   1.499995
1.467000   0.103710   0.994618   1.000010  1.466901   1.499995
1.467200   0.103511   0.994639   1.000010  1.467101   1.499995
1.467400   0.103312   0.994659   1.000010  1.467301   1.499995
1.467600   0.103113   0.994680   1.000010  1.467501   1.499995
1.467800   0.102914   0.994701   1.000010  1.467701   1.499995
1.468000   0.102715   0.994721   1.000010  1.467901   1.499995
1.468200   0.102516   0.994742   1.000010  1.468101   1.499995
1.468400   0.102317   0.994762   1.000010  1.468301   1.499995
1.468600   0.102118   0.994783   1.000010  1.468501   1.499995
1.468800   0.101919   0.994803   1.000010  1.468701   1.499995
1.469000   0.101720   0.994823   1.000010  1.468901   1.499995
1.469200   0.101521   0.994844   1.000010  1.469101   1.499995
1.469400   0.101322   0.994864   1.000010  1.469301   1.499995
1.469600   0.101123   0.994884   1.000010  1.469501   1.499995
1.469800   0.100924   0.994904   1.000010  1.469701   1.499995
1.470000   0.100725   0.994924   1.000010  1.469901   1.499995
1.470200   0.100526   0.994944   1.000010  1.470101   1.499995
1.470400   0.100327   0.994965   1.000010  1.470301   1.499995
1.470600   0.100128   0.994985   1.000010  1.470501   1.499995
1.470800   0.099929   0.995005   1.000010  1.470701   1.499995
1.471000   0.099730   0.995024   1.000010  1.470901   1.499995
1.471200   0.099531   0.995044   1.000010  1.471101   1.499995
1.471400   0.099332   0.995064   1.000010  1.471301   1.499995
1.471600   0.099133   0.995084   1.000010  1.471501   1.499995
1.471800   0.098934   0.995104   1.000010  1.471701   1.499995
1.472000   0.098735   0.995124   1.000010  1.471901   1.499995
1.472200   0.098536   0.995143   1.000010  1.472101   1.499995
1.472400   0.098337   0.995163   1.000010  1.472301   1.499995
1.472600   0.098138   0.995183   1.000010  1.472501   1.499995
1.472800   0.097939   0.995202   1.000010  1.472701   1.499995
1.473000   0.097740   0.995222   1.000010  1.472901   1.499995
1.473200   0.097541   0.995241   1.000010  1.473101   1.499995
1.473400   0.097342   0.995261   1.000010  1.473301   1.499995
1.473600   0.097143   0.995280   1.000010  1.473501   1.499995
1.473800   0.096944   0.995300   1.000010  1.473701   1.499995
1.474000   0.096745   0.995319   1.000010  1.473901   1.499995
1.474200   0.096546   0.995338   1.000010  1.474101   1.499995
1.474400   0.096347   0.995357   1.000010  1.474301   1.499995
1.474600   0.096148   0.995377   1.000010  1.474501   1.499995
1.474800   0.095949   0.995396   1.000010  1.474701   1.499995
1.475000   0.095749   0.995415   1.000010  1.474901   1.499995
1.475200   0.095550   0.995434   1.000010  1.475101   1.499995
1.475400   0.095351   0.995453   1.000009  1.475301   1.499995
1.475600   0.095152   0.995472   1.000009  1.475501   1.499995
1.475800   0.094953   0.995491   1.000009  1.475701   1.499995
1.476000   0.094754   0.995510   1.000009  1.475901   1.499995
1.476200   0.094555   0.995529   1.000009  1.476101   1.499995
1.476400   0.094356   0.995548   1.000009  1.476301   1.499995
1.476600   0.094157   0.995567   1.000009  1.476501   1.499995
1.476800   0.093958   0.995586   1.000009  1.476701   1.499995
1.477000   0.093758   0.995604   1.000009  1.476901   1.499995
1.477200   0.093559   0.995623   1.000009  1.477101   1.499995
1.477400   0.093360   0.995642   1.000009  1.477301   1.499995
1.477600   0.093161   0.995660   1.000009  1.477501   1.499995
1.477800   0.092962   0.995679   1.000009  1.477701   1.499995
1.478000   0.092763   0.995698   1.000009  1.477901   1.499995
1.478200   0.092564   0.995716   1.000009  1.478101   1.499995
1.478400   0.092365   0.995734   1.000009  1.478301   1.499995
1.478600   0.092165   0.995753   1.000009  1.478501   1.499995
1.478800   0.091966   0.995771   1.000009  1.478701   1.499995
1.479000   0.091767   0.995790   1.000009  1.478901   1.499995
1.479200   0.091568   0.995808   1.000009  1.479101   1.499995
1.479400   0.091369   0.995826   1.000009  1.479301   1.499995
1.479600   0.091170   0.995844   1.000009  1.479501   1.499995
1.479800   0.090970   0.995863   1.000009  1.479701   1.499995
1.480000   0.090771   0.995881   1.000009  1.479901   1.499995
1.480200   0.090572   0.995899   1.000009  1.480101   1.499995
1.480400   0.090373   0.995917   1.000009  1.480301   1.499996
1.480600   0.090174   0.995935   1.000009  1.480501   1.499996
1.480800   0.089974   0.995953   1.000009  1.480701   1.499996
1.481000   0.089775   0.995971   1.000009  1.480901   1.499996
1.481200   0.089576   0.995989   1.000009  1.481101   1.499996
1.481400   0.089377   0.996007   1.000009  1.481301   1.499996
1.481600   0.089178   0.996025   1.000009  1.481501   1.499996
1.481800   0.088979   0.996042   1.000009  1.481701   1.499996
1.482000   0.088779   0.996060   1.000009  1.481901   1.499996
1.482200   0.088580   0.996078   1.000009  1.482101   1.499996
1.482400   0.088381   0.996096   1.000009  1.482301   1.499996
1.482600   0.088182   0.996113   1.000009  1.482501   1.499996
1.482800   0.087982   0.996131   1.000009  1.482701   1.499996
1.483000   0.087783   0.996148   1.000009  1.482901   1.499996
1.483200   0.087584   0.996166   1.000009  1.483101   1.499996
1.483400   0.087385   0.996183   1.000009  1.483301   1.499996
1.483600   0.087186   0.996201   1.000009  1.483501   1.499996
1.483800   0.086986   0.996218   1.000009  1.483701   1.499996
1.484000   0.086787   0.996236   1.000009  1.483901   1.499996
1.484200   0.086588   0.996253   1.000009  1.484101   1.499996
1.484400   0.086389   0.996270   1.000009  1.484301   1.499996
1.484600   0.086189   0.996287   1.000009  1.484501   1.499996
1.484800   0.085990   0.996305   1.000009  1.484701   1.499996
1.485000   0.085791   0.996322   1.000009  1.484901   1.499996
1.485200   0.085591   0.996339   1.000009  1.485101   1.499996
1.485400   0.085392   0.996356   1.000009  1.485301   1.499996
1.485600   0.085193   0.996373   1.000008  1.485501   1.499996
1.485800   0.084994   0.996390   1.000008  1.485701   1.499996
1.486000   0.084794   0.996407   1.000008  1.485901   1.499996
1.486200   0.084595   0.996424   1.000008  1.486101   1.499996
1.486400   0.084396   0.996441   1.000008  1.486301   1.499996
1.486600   0.084197   0.996458   1.000008  1.486501   1.499996
1.486800   0.083997   0.996474   1.000008  1.486701   1.499996
1.487000   0.083798   0.996491   1.000008  1.486901   1.499996
1.487200   0.083599   0.996508   1.000008  1.487101   1.499996
1.487400   0.083399   0.996525   1.000008  1.487301   1.499996
1.487600   0.083200   0.996541   1.000008  1.487501   1.499996
1.487800   0.083001   0.996558   1.000008  1.487701   1.499996
1.488000   0.082801   0.996574   1.000008  1.487901   1.499996
1.488200   0.082602   0.996591   1.000008  1.488101   1.499996
1.488400   0.082403   0.996607   1.000008  1.488301   1.499996
1.488600   0.082203   0.996624   1.000008  1.488501   1.499996
1.488800   0.082004   0.996640   1.000008  1.488701   1.499996
1.489000   0.081805   0.996657   1.000008  1.488901   1.499996
1.489200   0.081605   0.996673   1.000008  1.489101   1.499996
1.489400   0.081406   0.996689   1.000008  1.489301   1.499996
1.489600   0.081207   0.996705   1.000008  1.489501   1.499996
1.489800   0.081007   0.996722   1.000008  1.489701   1.499996
1.490000   0.080808   0.996738   1.000008  1.489901   1.499996
1.490200   0.080609   0.996754   1.000008  1.490101   1.499996
1.490400   0.080409   0.996770   1.000008  1.490301   1.499996
1.490600   0.080210   0.996786   1.000008  1.490501   1.499996
1.490800   0.080011   0.996802   1.000008  1.490701   1.499996
1.491000   0.079811   0.996818   1.000008  1.490901   1.499996
1.491200   0.079612   0.996834   1.000008  1.491101   1.499996
1.491400   0.079413   0.996850   1.000008  1.491301   1.499996
1.491600   0.079213   0.996866   1.000008  1.491501   1.499996
1.491800   0.079014   0.996881   1.000008  1.491701   1.499996
1.492000   0.078815   0.996897   1.000008  1.491901   1.499996
1.492200   0.078615   0.996913   1.000008  1.492101   1.499996
1.492400   0.078416   0.996929   1.000008  1.492301   1.499996
1.492600   0.078216   0.996944   1.000008  1.492501   1.499996
1.492800   0.078017   0.996960   1.000008  1.492701   1.499996
1.493000   0.077818   0.996975   1.000008  1.492901   1.499996
1.493200   0.077618   0.996991   1.000008  1.493101   1.499996
1.493400   0.077419   0.997006   1.000008  1.493301   1.499996
1.493600   0.077219   0.997022   1.000008  1.493501   1.499996
1.493800   0.077020   0.997037   1.000008  1.493701   1.499996
1.494000   0.076821   0.997053   1.000008  1.493901   1.499996
1.494200   0.076621   0.997068   1.000008  1.494101   1.499996
1.494400   0.076422   0.997083   1.000008  1.494301   1.499996
1.494600   0.076222   0.997098   1.000008  1.494501   1.499996
1.494800   0.076023   0.997114   1.000008  1.494701   1.499996
1.495000   0.075823   0.997129   1.000008  1.494901   1.499996
1.495200   0.075624   0.997144   1.000008  1.495101   1.499996
1.495400   0.075425   0.997159   1.000008  1.495301   1.499996
1.495600   0.075225   0.997174   1.000008  1.495501   1.499996
1.495800   0.075026   0.997189   1.000007  1.495701   1.499996
1.496000   0.074826   0.997204   1.000007  1.495901   1.499996
1.496200   0.074627   0.997219   1.000007  1.496101   1.499996
1.496400   0.074427   0.997234   1.000007  1.496301   1.499996
1.496600   0.074228   0.997249   1.000007  1.496501   1.499996
1.496800   0.074029   0.997264   1.000007  1.496701   1.499996
1.497000   0.073829   0.997278   1.000007  1.496901   1.499996
1.497200   0.073630   0.997293   1.000007  1.497101   1.499996
1.497400   0.073430   0.997308   1.000007  1.497301   1.499996
1.497600   0.073231   0.997322   1.000007  1.497501   1.499996
1.497800   0.073031   0.997337   1.000007  1.497701   1.499996
1.498000   0.072832   0.997352   1.000007  1.497901   1.499996
1.498200   0.072632   0.997366   1.000007  1.498101   1.499996
1.498400   0.072433   0.997381   1.000007  1.498301   1.499996
1.498600   0.072233   0.997395   1.000007  1.498501   1.499996
1.498800   0.072034   0.997409   1.000007  1.498701   1.499996
1.499000   0.071834   0.997424   1.000007  1.498901   1.499996
1.499200   0.071635   0.997438   1.000007  1.499101   1.499996
1.499400   0.071435   0.997452   1.000007  1.499300   1.499996
1.499600   0.071236   0.997467   1.000007  1.499500   1.499996
1.499800   0.071036   0.997481   1.000007  1.499700   1.499996
1.500000   0.070837   0.997495   1.000007  1.499900   1.499996
1.500200   0.070637   0.997509   1.000007  1.500100   1.499996
1.500400   0.070438   0.997523   1.000007  1.500300   1.499996
1.500600   0.070238   0.997537   1.000007  1.500500   1.499996
1.500800   0.070039   0.997551   1.000007  1.500700   1.499997
1.501000   0.069839   0.997565   1.000007  1.500900   1.499997
1.501200   0.069640   0.997579   1.000007  1.501100   1.499997
1.501400   0.069440   0.997593   1.000007  1.501300   1.499997
1.501600   0.069241   0.997607   1.000007  1.501500   1.499997
1.501800   0.069041   0.997621   1.000007  1.501700   1.499997
1.502000   0.068842   0.997634   1.000007  1.501900   1.499997
1.502200   0.068642   0.997648   1.000007  1.502100   1.499997
1.502400   0.068443   0.997662   1.000007  1.502300   1.499997
1.502600   0.068243   0.997676   1.000007  1.502500   1.499997
1.502800   0.068044   0.997689   1.000007  1.502700   1.499997
1.503000   0.067844   0.997703   1.000007  1.502900   1.499997
1.503200   0.067645   0.997716   1.000007  1.503100   1.499997
1.503400   0.067445   0.997730   1.000007  1.503300   1.499997
1.503600   0.067246   0.997743   1.000007  1.503500   1.499997
1.503800   0.067046   0.997757   1.000007  1.503700   1.499997
1.504000   0.066846   0.997770   1.000007  1.503900   1.499997
1.504200   0.066647   0.997783   1.000007  1.504100   1.499997
1.504400   0.066447   0.997797   1.000007  1.504300   1.499997
1.504600   0.066248   0.997810   1.000007  1.504500   1.499997
1.504800   0.066048   0.997823   1.000007  1.504700   1.499997
1.505000   0.065849   0.997836   1.000007  1.504900   1.499997
1.505200   0.065649   0.997849   1.000007  1.505100   1.499997
1.505400   0.065450   0.997862   1.000007  1.505300   1.499997
1.505600   0.065250   0.997875   1.000007  1.505500   1.499997
1.505800   0.065050   0.997888   1.000006  1.505700   1.499997
1.506000   0.064851   0.997901   1.000006  1.505900   1.499997
1.506200   0.064651   0.997914   1.000006  1.506100   1.499997
1.506400   0.064452   0.997927   1.000006  1.506300   1.499997
1.506600   0.064252   0.997940   1.000006  1.506500   1.499997
1.506800   0.064052   0.997953   1.000006  1.506700   1.499997
1.507000   0.063853   0.997966   1.000006  1.506900   1.499997
1.507200   0.063653   0.997978   1.000006  1.507100   1.499997
1.507400   0.063454   0.997991   1.000006  1.507300   1.499997
1.507600   0.063254   0.998004   1.000006  1.507500   1.499997
1.507800   0.063054   0.998016   1.000006  1.507700   1.499997
1.508000   0.062855   0.998029   1.000006  1.507900   1.499997
1.508200   0.062655   0.998041   1.000006  1.508100   1.499997
1.508400   0.062456   0.998054   1.000006  1.508300   1.499997
1.508600   0.062256   0.998066   1.000006  1.508500   1.499997
1.508800   0.062056   0.998079   1.000006  1.508700   1.499997
1.509000   0.061857   0.998091   1.000006  1.508900   1.499997
1.509200   0.061657   0.998104   1.000006  1.509100   1.499997
1.509400   0.061458   0.998116   1.000006  1.509300   1.499997
1.509600   0.061258   0.998128   1.000006  1.509500   1.499997
1.509800   0.061058   0.998140   1.000006  1.509700   1.499997
1.510000   0.060859   0.998152   1.000006  1.509900   1.499997
1.510200   0.060659   0.998165   1.000006  1.510100   1.499997
1.510400   0.060459   0.998177   1.000006  1.510300   1.499997
1.510600   0.060260   0.998189   1.000006  1.510500   1.499997
1.510800   0.060060   0.998201   1.000006  1.510700   1.499997
1.511000   0.059861   0.998213   1.000006  1.510900   1.499997
1.511200   0.059661   0.998225   1.000006  1.511100   1.499997
1.511400   0.059461   0.998237   1.000006  1.511300   1.499997
1.511600   0.059262   0.998248   1.000006  1.511500   1.499997
1.511800   0.059062   0.998260   1.000006  1.511700   1.499997
1.512000   0.058862   0.998272   1.000006  1.511900   1.499997
1.512200   0.058663   0.998284   1.000006  1.512100   1.499997
1.512400   0.058463   0.998295   1.000006  1.512300   1.499997
1.512600   0.058263   0.998307   1.000006  1.512500   1.499997
