T = 0.271153
Normalization Constant = 24000.000000

     v        P(v)     Gaussian Fit
-2.554800   0.000000    0.000005
-2.553600   0.000000    0.000005
-2.552400   0.000000    0.000005
-2.551200   0.000000    0.000005
-2.550000   0.000000    0.000005
-2.548800   0.000000    0.000005
-2.547600   0.000000    0.000005
-2.546400   0.000000    0.000005
-2.545200   0.000000    0.000005
-2.544000   0.000000    0.000005
-2.542800   0.000000    0.000005
-2.541600   0.000000    0.000005
-2.540400   0.000000    0.000005
-2.539200   0.000000    0.000005
-2.538000   0.000000    0.000005
-2.536800   0.000000    0.000005
-2.535600   0.000000    0.000005
-2.534400   0.000000    0.000006
-2.533200   0.000000    0.000006
-2.532000   0.000000    0.000006
-2.530800   0.000000    0.000006
-2.529600   0.000000    0.000006
-2.528400   0.000000    0.000006
-2.527200   0.000000    0.000006
-2.526000   0.000000    0.000006
-2.524800   0.000000    0.000006
-2.523600   0.000000    0.000006
-2.522400   0.000000    0.000006
-2.521200   0.000000    0.000006
-2.520000   0.000000    0.000006
-2.518800   0.000000    0.000006
-2.517600   0.000000    0.000006
-2.516400   0.000000    0.000007
-2.515200   0.000000    0.000007
-2.514000   0.000000    0.000007
-2.512800   0.000000    0.000007
-2.511600   0.000000    0.000007
-2.510400   0.000000    0.000007
-2.509200   0.000000    0.000007
-2.508000   0.000000    0.000007
-2.506800   0.000000    0.000007
-2.505600   0.000000    0.000007
-2.504400   0.000000    0.000007
-2.503200   0.000000    0.000007
-2.502000   0.000000    0.000007
-2.500800   0.000000    0.000008
-2.499600   0.000000    0.000008
-2.498400   0.000000    0.000008
-2.497200   0.000000    0.000008
-2.496000   0.000000    0.000008
-2.494800   0.000000    0.000008
-2.493600   0.000000    0.000008
-2.492400   0.000000    0.000008
-2.491200   0.000000    0.000008
-2.490000   0.000000    0.000008
-2.488800   0.000000    0.000008
-2.487600   0.000000    0.000008
-2.486400   0.000000    0.000009
-2.485200   0.000000    0.000009
-2.484000   0.000000    0.000009
-2.482800   0.000000    0.000009
-2.481600   0.000000    0.000009
-2.480400   0.000000    0.000009
-2.479200   0.000000    0.000009
-2.478000   0.000000    0.000009
-2.476800   0.000000    0.000009
-2.475600   0.000000    0.000009
-2.474400   0.000000    0.000010
-2.473200   0.000000    0.000010
-2.472000   0.000000    0.000010
-2.470800   0.000000    0.000010
-2.469600   0.000000    0.000010
-2.468400   0.000000    0.000010
-2.467200   0.000000    0.000010
-2.466000   0.000000    0.000010
-2.464800   0.000000    0.000010
-2.463600   0.000000    0.000011
-2.462400   0.000000    0.000011
-2.461200   0.000000    0.000011
-2.460000   0.000000    0.000011
-2.458800   0.000000    0.000011
-2.457600   0.000000    0.000011
-2.456400   0.000000    0.000011
-2.455200   0.000000    0.000011
-2.454000   0.000000    0.000012
-2.452800   0.000000    0.000012
-2.451600   0.000000    0.000012
-2.450400   0.000000    0.000012
-2.449200   0.000000    0.000012
-2.448000   0.000000    0.000012
-2.446800   0.000000    0.000012
-2.445600   0.000000    0.000012
-2.444400   0.000000    0.000013
-2.443200   0.000000    0.000013
-2.442000   0.000000    0.000013
-2.440800   0.000000    0.000013
-2.439600   0.000000    0.000013
-2.438400   0.000000    0.000013
-2.437200   0.000000    0.000013
-2.436000   0.000000    0.000014
-2.434800   0.000000    0.000014
-2.433600   0.000000    0.000014
-2.432400   0.000000    0.000014
-2.431200   0.000000    0.000014
-2.430000   0.000000    0.000014
-2.428800   0.000000    0.000014
-2.427600   0.000000    0.000015
-2.426400   0.000000    0.000015
-2.425200   0.000000    0.000015
-2.424000   0.000000    0.000015
-2.422800   0.000000    0.000015
-2.421600   0.000000    0.000015
-2.420400   0.000000    0.000016
-2.419200   0.000000    0.000016
-2.418000   0.000000    0.000016
-2.416800   0.000000    0.000016
-2.415600   0.000000    0.000016
-2.414400   0.000000    0.000016
-2.413200   0.000000    0.000017
-2.412000   0.000000    0.000017
-2.410800   0.000000    0.000017
-2.409600   0.000000    0.000017
-2.408400   0.000000    0.000017
-2.407200   0.000000    0.000018
-2.406000   0.000000    0.000018
-2.404800   0.000000    0.000018
-2.403600   0.000000    0.000018
-2.402400   0.000000    0.000018
-2.401200   0.000000    0.000018
-2.400000   0.000000    0.000019
-2.398800   0.000000    0.000019
-2.397600   0.000000    0.000019
-2.396400   0.000000    0.000019
-2.395200   0.000000    0.000019
-2.394000   0.000000    0.000020
-2.392800   0.000000    0.000020
-2.391600   0.000000    0.000020
-2.390400   0.000000    0.000020
-2.389200   0.000000    0.000021
-2.388000   0.000000    0.000021
-2.386800   0.000000    0.000021
-2.385600   0.000000    0.000021
-2.384400   0.000000    0.000021
-2.383200   0.000000    0.000022
-2.382000   0.000000    0.000022
-2.380800   0.000000    0.000022
-2.379600   0.000000    0.000022
-2.378400   0.000000    0.000023
-2.377200   0.000000    0.000023
-2.376000   0.000000    0.000023
-2.374800   0.000000    0.000023
-2.373600   0.000000    0.000024
-2.372400   0.000000    0.000024
-2.371200   0.000000    0.000024
-2.370000   0.000000    0.000024
-2.368800   0.000000    0.000025
-2.367600   0.000000    0.000025
-2.366400   0.000000    0.000025
-2.365200   0.000000    0.000025
-2.364000   0.000000    0.000026
-2.362800   0.000000    0.000026
-2.361600   0.000000    0.000026
-2.360400   0.000000    0.000026
-2.359200   0.000000    0.000027
-2.358000   0.000000    0.000027
-2.356800   0.000000    0.000027
-2.355600   0.000000    0.000028
-2.354400   0.000000    0.000028
-2.353200   0.000000    0.000028
-2.352000   0.000000    0.000028
-2.350800   0.000000    0.000029
-2.349600   0.000000    0.000029
-2.348400   0.000000    0.000029
-2.347200   0.000000    0.000030
-2.346000   0.000000    0.000030
-2.344800   0.000000    0.000030
-2.343600   0.000000    0.000031
-2.342400   0.000000    0.000031
-2.341200   0.000000    0.000031
-2.340000   0.000000    0.000032
-2.338800   0.000000    0.000032
-2.337600   0.000000    0.000032
-2.336400   0.000000    0.000033
-2.335200   0.000042    0.000033
-2.334000   0.000000    0.000033
-2.332800   0.000000    0.000034
-2.331600   0.000000    0.000034
-2.330400   0.000000    0.000034
-2.329200   0.000000    0.000035
-2.328000   0.000000    0.000035
-2.326800   0.000000    0.000035
-2.325600   0.000000    0.000036
-2.324400   0.000000    0.000036
-2.323200   0.000000    0.000036
-2.322000   0.000000    0.000037
-2.320800   0.000000    0.000037
-2.319600   0.000000    0.000038
-2.318400   0.000000    0.000038
-2.317200   0.000000    0.000038
-2.316000   0.000000    0.000039
-2.314800   0.000000    0.000039
-2.313600   0.000000    0.000040
-2.312400   0.000000    0.000040
-2.311200   0.000000    0.000040
-2.310000   0.000000    0.000041
-2.308800   0.000000    0.000041
-2.307600   0.000042    0.000042
-2.306400   0.000000    0.000042
-2.305200   0.000000    0.000043
-2.304000   0.000000    0.000043
-2.302800   0.000000    0.000043
-2.301600   0.000000    0.000044
-2.300400   0.000000    0.000044
-2.299200   0.000000    0.000045
-2.298000   0.000000    0.000045
-2.296800   0.000042    0.000046
-2.295600   0.000000    0.000046
-2.294400   0.000000    0.000047
-2.293200   0.000000    0.000047
-2.292000   0.000042    0.000048
-2.290800   0.000000    0.000048
-2.289600   0.000000    0.000049
-2.288400   0.000000    0.000049
-2.287200   0.000000    0.000050
-2.286000   0.000000    0.000050
-2.284800   0.000000    0.000051
-2.283600   0.000000    0.000051
-2.282400   0.000000    0.000052
-2.281200   0.000000    0.000052
-2.280000   0.000000    0.000053
-2.278800   0.000000    0.000053
-2.277600   0.000000    0.000054
-2.276400   0.000000    0.000054
-2.275200   0.000000    0.000055
-2.274000   0.000000    0.000055
-2.272800   0.000000    0.000056
-2.271600   0.000000    0.000056
-2.270400   0.000000    0.000057
-2.269200   0.000000    0.000058
-2.268000   0.000000    0.000058
-2.266800   0.000000    0.000059
-2.265600   0.000000    0.000059
-2.264400   0.000000    0.000060
-2.263200   0.000000    0.000061
-2.262000   0.000042    0.000061
-2.260800   0.000000    0.000062
-2.259600   0.000000    0.000062
-2.258400   0.000000    0.000063
-2.257200   0.000000    0.000064
-2.256000   0.000000    0.000064
-2.254800   0.000000    0.000065
-2.253600   0.000000    0.000066
-2.252400   0.000000    0.000066
-2.251200   0.000000    0.000067
-2.250000   0.000000    0.000068
-2.248800   0.000000    0.000068
-2.247600   0.000000    0.000069
-2.246400   0.000000    0.000070
-2.245200   0.000000    0.000070
-2.244000   0.000000    0.000071
-2.242800   0.000042    0.000072
-2.241600   0.000000    0.000072
-2.240400   0.000000    0.000073
-2.239200   0.000000    0.000074
-2.238000   0.000000    0.000075
-2.236800   0.000000    0.000075
-2.235600   0.000000    0.000076
-2.234400   0.000000    0.000077
-2.233200   0.000000    0.000078
-2.232000   0.000000    0.000078
-2.230800   0.000000    0.000079
-2.229600   0.000000    0.000080
-2.228400   0.000042    0.000081
-2.227200   0.000000    0.000082
-2.226000   0.000000    0.000082
-2.224800   0.000000    0.000083
-2.223600   0.000042    0.000084
-2.222400   0.000000    0.000085
-2.221200   0.000000    0.000086
-2.220000   0.000000    0.000087
-2.218800   0.000000    0.000087
-2.217600   0.000000    0.000088
-2.216400   0.000000    0.000089
-2.215200   0.000000    0.000090
-2.214000   0.000000    0.000091
-2.212800   0.000042    0.000092
-2.211600   0.000000    0.000093
-2.210400   0.000000    0.000094
-2.209200   0.000000    0.000095
-2.208000   0.000000    0.000096
-2.206800   0.000000    0.000096
-2.205600   0.000000    0.000097
-2.204400   0.000000    0.000098
-2.203200   0.000000    0.000099
-2.202000   0.000000    0.000100
-2.200800   0.000000    0.000101
-2.199600   0.000000    0.000102
-2.198400   0.000000    0.000103
-2.197200   0.000000    0.000104
-2.196000   0.000000    0.000105
-2.194800   0.000000    0.000106
-2.193600   0.000000    0.000107
-2.192400   0.000000    0.000108
-2.191200   0.000000    0.000109
-2.190000   0.000000    0.000111
-2.188800   0.000000    0.000112
-2.187600   0.000000    0.000113
-2.186400   0.000042    0.000114
-2.185200   0.000042    0.000115
-2.184000   0.000000    0.000116
-2.182800   0.000000    0.000117
-2.181600   0.000000    0.000118
-2.180400   0.000000    0.000119
-2.179200   0.000000    0.000121
-2.178000   0.000000    0.000122
-2.176800   0.000000    0.000123
-2.175600   0.000000    0.000124
-2.174400   0.000042    0.000125
-2.173200   0.000000    0.000127
-2.172000   0.000000    0.000128
-2.170800   0.000083    0.000129
-2.169600   0.000042    0.000130
-2.168400   0.000000    0.000131
-2.167200   0.000000    0.000133
-2.166000   0.000042    0.000134
-2.164800   0.000000    0.000135
-2.163600   0.000000    0.000137
-2.162400   0.000000    0.000138
-2.161200   0.000083    0.000139
-2.160000   0.000042    0.000141
-2.158800   0.000083    0.000142
-2.157600   0.000000    0.000143
-2.156400   0.000000    0.000145
-2.155200   0.000000    0.000146
-2.154000   0.000042    0.000147
-2.152800   0.000042    0.000149
-2.151600   0.000042    0.000150
-2.150400   0.000042    0.000152
-2.149200   0.000000    0.000153
-2.148000   0.000000    0.000155
-2.146800   0.000000    0.000156
-2.145600   0.000083    0.000158
-2.144400   0.000000    0.000159
-2.143200   0.000000    0.000161
-2.142000   0.000000    0.000162
-2.140800   0.000042    0.000164
-2.139600   0.000042    0.000165
-2.138400   0.000042    0.000167
-2.137200   0.000042    0.000168
-2.136000   0.000000    0.000170
-2.134800   0.000042    0.000172
-2.133600   0.000000    0.000173
-2.132400   0.000000    0.000175
-2.131200   0.000000    0.000177
-2.130000   0.000042    0.000178
-2.128800   0.000167    0.000180
-2.127600   0.000000    0.000182
-2.126400   0.000042    0.000183
-2.125200   0.000042    0.000185
-2.124000   0.000000    0.000187
-2.122800   0.000083    0.000189
-2.121600   0.000000    0.000190
-2.120400   0.000042    0.000192
-2.119200   0.000042    0.000194
-2.118000   0.000042    0.000196
-2.116800   0.000000    0.000198
-2.115600   0.000000    0.000200
-2.114400   0.000000    0.000201
-2.113200   0.000000    0.000203
-2.112000   0.000000    0.000205
-2.110800   0.000000    0.000207
-2.109600   0.000042    0.000209
-2.108400   0.000000    0.000211
-2.107200   0.000083    0.000213
-2.106000   0.000042    0.000215
-2.104800   0.000000    0.000217
-2.103600   0.000083    0.000219
-2.102400   0.000042    0.000221
-2.101200   0.000000    0.000223
-2.100000   0.000042    0.000225
-2.098800   0.000042    0.000227
-2.097600   0.000000    0.000229
-2.096400   0.000000    0.000232
-2.095200   0.000042    0.000234
-2.094000   0.000000    0.000236
-2.092800   0.000083    0.000238
-2.091600   0.000000    0.000240
-2.090400   0.000000    0.000243
-2.089200   0.000000    0.000245
-2.088000   0.000042    0.000247
-2.086800   0.000125    0.000249
-2.085600   0.000000    0.000252
-2.084400   0.000042    0.000254
-2.083200   0.000083    0.000256
-2.082000   0.000000    0.000259
-2.080800   0.000083    0.000261
-2.079600   0.000000    0.000264
-2.078400   0.000000    0.000266
-2.077200   0.000042    0.000268
-2.076000   0.000125    0.000271
-2.074800   0.000042    0.000273
-2.073600   0.000042    0.000276
-2.072400   0.000125    0.000279
-2.071200   0.000083    0.000281
-2.070000   0.000083    0.000284
-2.068800   0.000042    0.000286
-2.067600   0.000125    0.000289
-2.066400   0.000042    0.000292
-2.065200   0.000042    0.000294
-2.064000   0.000042    0.000297
-2.062800   0.000000    0.000300
-2.061600   0.000083    0.000302
-2.060400   0.000083    0.000305
-2.059200   0.000000    0.000308
-2.058000   0.000083    0.000311
-2.056800   0.000083    0.000314
-2.055600   0.000083    0.000317
-2.054400   0.000000    0.000319
-2.053200   0.000042    0.000322
-2.052000   0.000042    0.000325
-2.050800   0.000000    0.000328
-2.049600   0.000083    0.000331
-2.048400   0.000000    0.000334
-2.047200   0.000000    0.000337
-2.046000   0.000000    0.000340
-2.044800   0.000042    0.000343
-2.043600   0.000042    0.000347
-2.042400   0.000042    0.000350
-2.041200   0.000042    0.000353
-2.040000   0.000083    0.000356
-2.038800   0.000042    0.000359
-2.037600   0.000042    0.000363
-2.036400   0.000000    0.000366
-2.035200   0.000042    0.000369
-2.034000   0.000042    0.000373
-2.032800   0.000083    0.000376
-2.031600   0.000000    0.000379
-2.030400   0.000208    0.000383
-2.029200   0.000000    0.000386
-2.028000   0.000167    0.000390
-2.026800   0.000042    0.000393
-2.025600   0.000167    0.000397
-2.024400   0.000083    0.000400
-2.023200   0.000083    0.000404
-2.022000   0.000083    0.000407
-2.020800   0.000083    0.000411
-2.019600   0.000042    0.000415
-2.018400   0.000167    0.000419
-2.017200   0.000042    0.000422
-2.016000   0.000042    0.000426
-2.014800   0.000125    0.000430
-2.013600   0.000125    0.000434
-2.012400   0.000125    0.000438
-2.011200   0.000000    0.000442
-2.010000   0.000042    0.000446
-2.008800   0.000208    0.000450
-2.007600   0.000125    0.000454
-2.006400   0.000042    0.000458
-2.005200   0.000167    0.000462
-2.004000   0.000125    0.000466
-2.002800   0.000083    0.000470
-2.001600   0.000042    0.000474
-2.000400   0.000083    0.000478
-1.999200   0.000208    0.000483
-1.998000   0.000083    0.000487
-1.996800   0.000042    0.000491
-1.995600   0.000083    0.000496
-1.994400   0.000083    0.000500
-1.993200   0.000083    0.000504
-1.992000   0.000042    0.000509
-1.990800   0.000042    0.000513
-1.989600   0.000125    0.000518
-1.988400   0.000125    0.000522
-1.987200   0.000042    0.000527
-1.986000   0.000250    0.000532
-1.984800   0.000083    0.000536
-1.983600   0.000208    0.000541
-1.982400   0.000167    0.000546
-1.981200   0.000042    0.000551
-1.980000   0.000167    0.000556
-1.978800   0.000208    0.000560
-1.977600   0.000000    0.000565
-1.976400   0.000083    0.000570
-1.975200   0.000208    0.000575
-1.974000   0.000250    0.000580
-1.972800   0.000125    0.000585
-1.971600   0.000125    0.000591
-1.970400   0.000250    0.000596
-1.969200   0.000333    0.000601
-1.968000   0.000083    0.000606
-1.966800   0.000167    0.000612
