T = 0.271153
Normalization Constant = 24000.000000

     v        P(v)     Gaussian Fit
-1.965600   0.000167    0.000617
-1.964400   0.000208    0.000622
-1.963200   0.000125    0.000628
-1.962000   0.000167    0.000633
-1.960800   0.000125    0.000639
-1.959600   0.000208    0.000644
-1.958400   0.000125    0.000650
-1.957200   0.000250    0.000656
-1.956000   0.000292    0.000661
-1.954800   0.000208    0.000667
-1.953600   0.000125    0.000673
-1.952400   0.000042    0.000679
-1.951200   0.000208    0.000685
-1.950000   0.000125    0.000690
-1.948800   0.000292    0.000696
-1.947600   0.000292    0.000702
-1.946400   0.000250    0.000709
-1.945200   0.000208    0.000715
-1.944000   0.000125    0.000721
-1.942800   0.000208    0.000727
-1.941600   0.000208    0.000733
-1.940400   0.000208    0.000740
-1.939200   0.000292    0.000746
-1.938000   0.000208    0.000753
-1.936800   0.000208    0.000759
-1.935600   0.000250    0.000766
-1.934400   0.000208    0.000772
-1.933200   0.000250    0.000779
-1.932000   0.000208    0.000785
-1.930800   0.000208    0.000792
-1.929600   0.000250    0.000799
-1.928400   0.000250    0.000806
-1.927200   0.000333    0.000813
-1.926000   0.000292    0.000820
-1.924800   0.000250    0.000827
-1.923600   0.000250    0.000834
-1.922400   0.000458    0.000841
-1.921200   0.000292    0.000848
-1.920000   0.000250    0.000855
-1.918800   0.000167    0.000863
-1.917600   0.000458    0.000870
-1.916400   0.000250    0.000877
-1.915200   0.000292    0.000885
-1.914000   0.000083    0.000892
-1.912800   0.000167    0.000900
-1.911600   0.000333    0.000908
-1.910400   0.000458    0.000915
-1.909200   0.000417    0.000923
-1.908000   0.000458    0.000931
-1.906800   0.000250    0.000939
-1.905600   0.000458    0.000947
-1.904400   0.000208    0.000955
-1.903200   0.000375    0.000963
-1.902000   0.000292    0.000971
-1.900800   0.000375    0.000979
-1.899600   0.000125    0.000987
-1.898400   0.000458    0.000996
-1.897200   0.000125    0.001004
-1.896000   0.000375    0.001013
-1.894800   0.000292    0.001021
-1.893600   0.000417    0.001030
-1.892400   0.000458    0.001038
-1.891200   0.000375    0.001047
-1.890000   0.000458    0.001056
-1.888800   0.000208    0.001065
-1.887600   0.000542    0.001074
-1.886400   0.000375    0.001083
-1.885200   0.000333    0.001092
-1.884000   0.000417    0.001101
-1.882800   0.000250    0.001110
-1.881600   0.000375    0.001120
-1.880400   0.000625    0.001129
-1.879200   0.000542    0.001138
-1.878000   0.000375    0.001148
-1.876800   0.000458    0.001157
-1.875600   0.000458    0.001167
-1.874400   0.000500    0.001177
-1.873200   0.000625    0.001187
-1.872000   0.000500    0.001196
-1.870800   0.000458    0.001206
-1.869600   0.000292    0.001216
-1.868400   0.000458    0.001227
-1.867200   0.000208    0.001237
-1.866000   0.000500    0.001247
-1.864800   0.000750    0.001257
-1.863600   0.000583    0.001268
-1.862400   0.000375    0.001278
-1.861200   0.000333    0.001289
-1.860000   0.000375    0.001299
-1.858800   0.000583    0.001310
-1.857600   0.000583    0.001321
-1.856400   0.000583    0.001332
-1.855200   0.000167    0.001343
-1.854000   0.000750    0.001354
-1.852800   0.000667    0.001365
-1.851600   0.000875    0.001376
-1.850400   0.000292    0.001388
-1.849200   0.000500    0.001399
-1.848000   0.000583    0.001411
-1.846800   0.000542    0.001422
-1.845600   0.000583    0.001434
-1.844400   0.000375    0.001446
-1.843200   0.000500    0.001457
-1.842000   0.000292    0.001469
-1.840800   0.000542    0.001481
-1.839600   0.000667    0.001493
-1.838400   0.000500    0.001506
-1.837200   0.000750    0.001518
-1.836000   0.000625    0.001530
-1.834800   0.000333    0.001543
-1.833600   0.000625    0.001555
-1.832400   0.000708    0.001568
-1.831200   0.000417    0.001581
-1.830000   0.000583    0.001594
-1.828800   0.000542    0.001607
-1.827600   0.000625    0.001620
-1.826400   0.000667    0.001633
-1.825200   0.000708    0.001646
-1.824000   0.000458    0.001659
-1.822800   0.000792    0.001673
-1.821600   0.000500    0.001686
-1.820400   0.000625    0.001700
-1.819200   0.000917    0.001714
-1.818000   0.001042    0.001728
-1.816800   0.000625    0.001742
-1.815600   0.000542    0.001756
-1.814400   0.000583    0.001770
-1.813200   0.000750    0.001784
-1.812000   0.000917    0.001798
-1.810800   0.000542    0.001813
-1.809600   0.000792    0.001828
-1.808400   0.000625    0.001842
-1.807200   0.000958    0.001857
-1.806000   0.000875    0.001872
-1.804800   0.001083    0.001887
-1.803600   0.000917    0.001902
-1.802400   0.001167    0.001917
-1.801200   0.000917    0.001933
-1.800000   0.000750    0.001948
-1.798800   0.000500    0.001964
-1.797600   0.000667    0.001979
-1.796400   0.000625    0.001995
-1.795200   0.000875    0.002011
-1.794000   0.000667    0.002027
-1.792800   0.001042    0.002043
-1.791600   0.000583    0.002060
-1.790400   0.000917    0.002076
-1.789200   0.000792    0.002092
-1.788000   0.000792    0.002109
-1.786800   0.001083    0.002126
-1.785600   0.000625    0.002143
-1.784400   0.001208    0.002160
-1.783200   0.000667    0.002177
-1.782000   0.001125    0.002194
-1.780800   0.000833    0.002211
-1.779600   0.001125    0.002229
-1.778400   0.000625    0.002247
-1.777200   0.000917    0.002264
-1.776000   0.001167    0.002282
-1.774800   0.000625    0.002300
-1.773600   0.001083    0.002318
-1.772400   0.001542    0.002337
-1.771200   0.000833    0.002355
-1.770000   0.001292    0.002373
-1.768800   0.001333    0.002392
-1.767600   0.001250    0.002411
-1.766400   0.001667    0.002430
-1.765200   0.001083    0.002449
-1.764000   0.001375    0.002468
-1.762800   0.001417    0.002487
-1.761600   0.001542    0.002507
-1.760400   0.001500    0.002527
-1.759200   0.001667    0.002546
-1.758000   0.000917    0.002566
-1.756800   0.001042    0.002586
-1.755600   0.000958    0.002606
-1.754400   0.001167    0.002627
-1.753200   0.001542    0.002647
-1.752000   0.001375    0.002668
-1.750800   0.001292    0.002689
-1.749600   0.001708    0.002709
-1.748400   0.001625    0.002731
-1.747200   0.001500    0.002752
-1.746000   0.001250    0.002773
-1.744800   0.001500    0.002795
-1.743600   0.001458    0.002816
-1.742400   0.001000    0.002838
-1.741200   0.001417    0.002860
-1.740000   0.001375    0.002882
-1.738800   0.001917    0.002904
-1.737600   0.001917    0.002927
-1.736400   0.001458    0.002949
-1.735200   0.001625    0.002972
-1.734000   0.001625    0.002995
-1.732800   0.001667    0.003018
-1.731600   0.002292    0.003041
-1.730400   0.001583    0.003065
-1.729200   0.001333    0.003088
-1.728000   0.001583    0.003112
-1.726800   0.001625    0.003136
-1.725600   0.001792    0.003160
-1.724400   0.001542    0.003184
-1.723200   0.001333    0.003209
-1.722000   0.002250    0.003233
-1.720800   0.001625    0.003258
-1.719600   0.001750    0.003283
-1.718400   0.002000    0.003308
-1.717200   0.001833    0.003333
-1.716000   0.002042    0.003358
-1.714800   0.001917    0.003384
-1.713600   0.001792    0.003410
-1.712400   0.001917    0.003436
-1.711200   0.001667    0.003462
-1.710000   0.001875    0.003488
-1.708800   0.001958    0.003515
-1.707600   0.001375    0.003541
-1.706400   0.002000    0.003568
-1.705200   0.001833    0.003595
-1.704000   0.002750    0.003622
-1.702800   0.002333    0.003650
-1.701600   0.002083    0.003677
-1.700400   0.002375    0.003705
-1.699200   0.001750    0.003733
-1.698000   0.002292    0.003761
-1.696800   0.002625    0.003790
-1.695600   0.002417    0.003818
-1.694400   0.002458    0.003847
-1.693200   0.002167    0.003876
-1.692000   0.002375    0.003905
-1.690800   0.002042    0.003934
-1.689600   0.002125    0.003964
-1.688400   0.002042    0.003994
-1.687200   0.002167    0.004024
-1.686000   0.002167    0.004054
-1.684800   0.002458    0.004084
-1.683600   0.002958    0.004115
-1.682400   0.002500    0.004146
-1.681200   0.002250    0.004176
-1.680000   0.002542    0.004208
-1.678800   0.002250    0.004239
-1.677600   0.003042    0.004271
-1.676400   0.002583    0.004302
-1.675200   0.003417    0.004334
-1.674000   0.003125    0.004367
-1.672800   0.002375    0.004399
-1.671600   0.002958    0.004432
-1.670400   0.003042    0.004465
-1.669200   0.002625    0.004498
-1.668000   0.003708    0.004531
-1.666800   0.003167    0.004565
-1.665600   0.003417    0.004599
-1.664400   0.002708    0.004633
-1.663200   0.002875    0.004667
-1.662000   0.003000    0.004701
-1.660800   0.003083    0.004736
-1.659600   0.002750    0.004771
-1.658400   0.002917    0.004806
-1.657200   0.003333    0.004841
-1.656000   0.002833    0.004877
-1.654800   0.003708    0.004913
-1.653600   0.003208    0.004949
-1.652400   0.003500    0.004985
-1.651200   0.003583    0.005022
-1.650000   0.003458    0.005059
-1.648800   0.003083    0.005096
-1.647600   0.003333    0.005133
-1.646400   0.002583    0.005171
-1.645200   0.003417    0.005208
-1.644000   0.003417    0.005247
-1.642800   0.003417    0.005285
-1.641600   0.002958    0.005323
-1.640400   0.004292    0.005362
-1.639200   0.003292    0.005401
-1.638000   0.003792    0.005441
-1.636800   0.003583    0.005480
-1.635600   0.003833    0.005520
-1.634400   0.003333    0.005560
-1.633200   0.003708    0.005600
-1.632000   0.003958    0.005641
-1.630800   0.004083    0.005682
-1.629600   0.003750    0.005723
-1.628400   0.003708    0.005764
-1.627200   0.004083    0.005806
-1.626000   0.003750    0.005848
-1.624800   0.003833    0.005890
-1.623600   0.003833    0.005933
-1.622400   0.003917    0.005975
-1.621200   0.004417    0.006019
-1.620000   0.004208    0.006062
-1.618800   0.004417    0.006105
-1.617600   0.004750    0.006149
-1.616400   0.003667    0.006193
-1.615200   0.003667    0.006238
-1.614000   0.004625    0.006283
-1.612800   0.004000    0.006328
-1.611600   0.004167    0.006373
-1.610400   0.004333    0.006419
-1.609200   0.004417    0.006464
-1.608000   0.004292    0.006511
-1.606800   0.004458    0.006557
-1.605600   0.005292    0.006604
-1.604400   0.004833    0.006651
-1.603200   0.005083    0.006698
-1.602000   0.004875    0.006746
-1.600800   0.004583    0.006794
-1.599600   0.004292    0.006842
-1.598400   0.005083    0.006891
-1.597200   0.004167    0.006940
-1.596000   0.005208    0.006989
-1.594800   0.004375    0.007039
-1.593600   0.005417    0.007088
-1.592400   0.005000    0.007139
-1.591200   0.005042    0.007189
-1.590000   0.005000    0.007240
-1.588800   0.004042    0.007291
-1.587600   0.005208    0.007342
-1.586400   0.004750    0.007394
-1.585200   0.004292    0.007446
-1.584000   0.005917    0.007499
-1.582800   0.004375    0.007551
-1.581600   0.005250    0.007604
-1.580400   0.004958    0.007658
-1.579200   0.005542    0.007711
-1.578000   0.006792    0.007766
-1.576800   0.005792    0.007820
-1.575600   0.005625    0.007875
-1.574400   0.005583    0.007930
-1.573200   0.006250    0.007985
-1.572000   0.005875    0.008041
-1.570800   0.005833    0.008097
-1.569600   0.005375    0.008153
-1.568400   0.005917    0.008210
-1.567200   0.005917    0.008267
-1.566000   0.005167    0.008325
-1.564800   0.006292    0.008383
-1.563600   0.006958    0.008441
-1.562400   0.007208    0.008500
-1.561200   0.006625    0.008559
-1.560000   0.006417    0.008618
-1.558800   0.006833    0.008678
-1.557600   0.006792    0.008738
-1.556400   0.005917    0.008798
-1.555200   0.007458    0.008859
-1.554000   0.006958    0.008920
-1.552800   0.007375    0.008982
-1.551600   0.006833    0.009043
-1.550400   0.007083    0.009106
-1.549200   0.007083    0.009168
-1.548000   0.006875    0.009231
-1.546800   0.007083    0.009295
-1.545600   0.007583    0.009359
-1.544400   0.007375    0.009423
-1.543200   0.007167    0.009488
-1.542000   0.006792    0.009553
-1.540800   0.007000    0.009618
-1.539600   0.006625    0.009684
-1.538400   0.007542    0.009750
-1.537200   0.007667    0.009816
-1.536000   0.007583    0.009883
-1.534800   0.007000    0.009951
-1.533600   0.007875    0.010019
-1.532400   0.008167    0.010087
-1.531200   0.008167    0.010155
-1.530000   0.007583    0.010224
-1.528800   0.007125    0.010294
-1.527600   0.007833    0.010364
-1.526400   0.008167    0.010434
-1.525200   0.008083    0.010505
-1.524000   0.008292    0.010576
-1.522800   0.009833    0.010647
-1.521600   0.007583    0.010719
-1.520400   0.007667    0.010792
-1.519200   0.007833    0.010865
-1.518000   0.009083    0.010938
-1.516800   0.008000    0.011012
-1.515600   0.008750    0.011086
-1.514400   0.008250    0.011160
-1.513200   0.008750    0.011235
-1.512000   0.008792    0.011311
-1.510800   0.008542    0.011387
-1.509600   0.009375    0.011463
-1.508400   0.009542    0.011540
-1.507200   0.009042    0.011617
-1.506000   0.009625    0.011695
-1.504800   0.008917    0.011773
-1.503600   0.009708    0.011852
-1.502400   0.008625    0.011931
-1.501200   0.009417    0.012010
-1.500000   0.010917    0.012090
-1.498800   0.008875    0.012171
-1.497600   0.008833    0.012252
-1.496400   0.009542    0.012333
-1.495200   0.010375    0.012415
-1.494000   0.010542    0.012497
-1.492800   0.011292    0.012580
-1.491600   0.011125    0.012664
-1.490400   0.010500    0.012748
-1.489200   0.010208    0.012832
-1.488000   0.009500    0.012917
-1.486800   0.010833    0.013002
-1.485600   0.011417    0.013088
-1.484400   0.011083    0.013174
-1.483200   0.012625    0.013261
-1.482000   0.010125    0.013348
-1.480800   0.011375    0.013436
-1.479600   0.011542    0.013524
-1.478400   0.011208    0.013613
-1.477200   0.010375    0.013702
-1.476000   0.012333    0.013792
-1.474800   0.012000    0.013883
-1.473600   0.013167    0.013973
-1.472400   0.012333    0.014065
-1.471200   0.011500    0.014157
-1.470000   0.012750    0.014249
-1.468800   0.011500    0.014342
-1.467600   0.010750    0.014436
-1.466400   0.012583    0.014530
-1.465200   0.012708    0.014624
-1.464000   0.012208    0.014719
-1.462800   0.011125    0.014815
-1.461600   0.012583    0.014911
-1.460400   0.012250    0.015008
-1.459200   0.013333    0.015105
-1.458000   0.012792    0.015203
-1.456800   0.013250    0.015301
-1.455600   0.013167    0.015400
-1.454400   0.012000    0.015500
-1.453200   0.013500    0.015600
-1.452000   0.012083    0.015700
-1.450800   0.011958    0.015802
-1.449600   0.013833    0.015903
-1.448400   0.014583    0.016006
-1.447200   0.011208    0.016108
-1.446000   0.014792    0.016212
-1.444800   0.013500    0.016316
-1.443600   0.015042    0.016421
-1.442400   0.015208    0.016526
-1.441200   0.014042    0.016632
-1.440000   0.013750    0.016738
-1.438800   0.014625    0.016845
-1.437600   0.015083    0.016952
-1.436400   0.016042    0.017061
-1.435200   0.014458    0.017169
-1.434000   0.014833    0.017279
-1.432800   0.015333    0.017389
-1.431600   0.014708    0.017499
-1.430400   0.014958    0.017610
-1.429200   0.015583    0.017722
-1.428000   0.014958    0.017835
-1.426800   0.014375    0.017948
-1.425600   0.015042    0.018061
-1.424400   0.015958    0.018176
-1.423200   0.017083    0.018290
-1.422000   0.015750    0.018406
-1.420800   0.016458    0.018522
-1.419600   0.016500    0.018639
-1.418400   0.016250    0.018756
-1.417200   0.016542    0.018874
-1.416000   0.016833    0.018993
-1.414800   0.015583    0.019112
-1.413600   0.016292    0.019232
-1.412400   0.018083    0.019353
-1.411200   0.016917    0.019474
-1.410000   0.016875    0.019596
-1.408800   0.016625    0.019719
-1.407600   0.017292    0.019842
-1.406400   0.017833    0.019966
-1.405200   0.017833    0.020091
-1.404000   0.017417    0.020216
-1.402800   0.016958    0.020342
-1.401600   0.018708    0.020469
-1.400400   0.018208    0.020596
-1.399200   0.018542    0.020724
-1.398000   0.016667    0.020852
-1.396800   0.017917    0.020982
-1.395600   0.017208    0.021112
-1.394400   0.019417    0.021243
-1.393200   0.018208    0.021374
-1.392000   0.018625    0.021506
-1.390800   0.018833    0.021639
-1.389600   0.021417    0.021773
-1.388400   0.020667    0.021907
-1.387200   0.019750    0.022042
-1.386000   0.020667    0.022177
-1.384800   0.018917    0.022314
-1.383600   0.021292    0.022451
-1.382400   0.022167    0.022589
-1.381200   0.021167    0.022727
-1.380000   0.021000    0.022867
-1.378800   0.021583    0.023007
-1.377600   0.019958    0.023147
-1.376400   0.020708    0.023289
-1.375200   0.020625    0.023431
-1.374000   0.021417    0.023574
-1.372800   0.021208    0.023718
-1.371600   0.022625    0.023862
-1.370400   0.021458    0.024008
-1.369200   0.022917    0.024154
-1.368000   0.023667    0.024300
-1.366800   0.021917    0.024448
-1.365600   0.023292    0.024596
-1.364400   0.021000    0.024745
-1.363200   0.022458    0.024895
-1.362000   0.022833    0.025045
-1.360800   0.024583    0.025197
-1.359600   0.022958    0.025349
-1.358400   0.024583    0.025502
-1.357200   0.024167    0.025656
-1.356000   0.024417    0.025810
-1.354800   0.025292    0.025965
-1.353600   0.023458    0.026121
-1.352400   0.023875    0.026278
-1.351200   0.025417    0.026436
-1.350000   0.022292    0.026594
-1.348800   0.026500    0.026754
-1.347600   0.026458    0.026914
-1.346400   0.025250    0.027075
-1.345200   0.023250    0.027236
-1.344000   0.026333    0.027399
-1.342800   0.024667    0.027562
-1.341600   0.027625    0.027727
-1.340400   0.026417    0.027892
-1.339200   0.026083    0.028058
-1.338000   0.025375    0.028224
-1.336800   0.026375    0.028392
-1.335600   0.025167    0.028560
-1.334400   0.026875    0.028729
-1.333200   0.025542    0.028899
-1.332000   0.026000    0.029070
-1.330800   0.026333    0.029242
-1.329600   0.026375    0.029415
-1.328400   0.028917    0.029588
-1.327200   0.026750    0.029763
-1.326000   0.026583    0.029938
-1.324800   0.026500    0.030114
-1.323600   0.028542    0.030291
-1.322400   0.028500    0.030469
-1.321200   0.029292    0.030648
-1.320000   0.029542    0.030827
-1.318800   0.028958    0.031008
-1.317600   0.029125    0.031189
-1.316400   0.030792    0.031372
-1.315200   0.028833    0.031555
-1.314000   0.030500    0.031739
-1.312800   0.028542    0.031924
-1.311600   0.030458    0.032110
-1.310400   0.029875    0.032297
-1.309200   0.031000    0.032485
-1.308000   0.030208    0.032673
-1.306800   0.033000    0.032863
-1.305600   0.031250    0.033053
-1.304400   0.030417    0.033245
-1.303200   0.032250    0.033437
-1.302000   0.033583    0.033630
-1.300800   0.030583    0.033825
-1.299600   0.033542    0.034020
-1.298400   0.031292    0.034216
-1.297200   0.031000    0.034413
-1.296000   0.033708    0.034611
-1.294800   0.032500    0.034810
-1.293600   0.032333    0.035010
-1.292400   0.034417    0.035211
-1.291200   0.033833    0.035413
-1.290000   0.034500    0.035616
-1.288800   0.034292    0.035820
-1.287600   0.034750    0.036024
-1.286400   0.034667    0.036230
-1.285200   0.034375    0.036437
-1.284000   0.035250    0.036645
-1.282800   0.037292    0.036853
-1.281600   0.036667    0.037063
-1.280400   0.038833    0.037274
-1.279200   0.037375    0.037485
-1.278000   0.035208    0.037698
-1.276800   0.037083    0.037912
-1.275600   0.038042    0.038127
-1.274400   0.035708    0.038342
-1.273200   0.040125    0.038559
-1.272000   0.037417    0.038777
-1.270800   0.038042    0.038996
-1.269600   0.035917    0.039216
-1.268400   0.040167    0.039436
-1.267200   0.037333    0.039658
-1.266000   0.037625    0.039881
-1.264800   0.038083    0.040105
-1.263600   0.038708    0.040330
-1.262400   0.040500    0.040556
-1.261200   0.040500    0.040783
-1.260000   0.038292    0.041011
-1.258800   0.038500    0.041241
-1.257600   0.040417    0.041471
-1.256400   0.042083    0.041702
-1.255200   0.041542    0.041935
-1.254000   0.039625    0.042168
-1.252800   0.042875    0.042403
-1.251600   0.041292    0.042638
-1.250400   0.047000    0.042875
-1.249200   0.043208    0.043113
-1.248000   0.043250    0.043352
-1.246800   0.042958    0.043592
-1.245600   0.041708    0.043833
-1.244400   0.043083    0.044075
-1.243200   0.043833    0.044318
-1.242000   0.043833    0.044563
-1.240800   0.043000    0.044808
-1.239600   0.042917    0.045055
-1.238400   0.042875    0.045303
-1.237200   0.044833    0.045551
-1.236000   0.044250    0.045801
-1.234800   0.045250    0.046052
-1.233600   0.044917    0.046305
-1.232400   0.047958    0.046558
-1.231200   0.045000    0.046813
-1.230000   0.047042    0.047068
-1.228800   0.043625    0.047325
-1.227600   0.043125    0.047583
-1.226400   0.044958    0.047842
-1.225200   0.047458    0.048102
-1.224000   0.047917    0.048364
-1.222800   0.047625    0.048626
-1.221600   0.046750    0.048890
-1.220400   0.048458    0.049155
-1.219200   0.050583    0.049421
-1.218000   0.048750    0.049688
-1.216800   0.052000    0.049957
-1.215600   0.051917    0.050226
-1.214400   0.049417    0.050497
-1.213200   0.051917    0.050769
-1.212000   0.050333    0.051042
-1.210800   0.050833    0.051317
-1.209600   0.051667    0.051592
-1.208400   0.052292    0.051869
-1.207200   0.052208    0.052147
-1.206000   0.052000    0.052426
-1.204800   0.052292    0.052706
-1.203600   0.054000    0.052988
-1.202400   0.052458    0.053271
-1.201200   0.050833    0.053555
-1.200000   0.052583    0.053840
-1.198800   0.052917    0.054127
-1.197600   0.052625    0.054415
-1.196400   0.055833    0.054704
-1.195200   0.055833    0.054994
-1.194000   0.054375    0.055285
-1.192800   0.055333    0.055578
-1.191600   0.056708    0.055872
-1.190400   0.058667    0.056168
-1.189200   0.054500    0.056464
-1.188000   0.058625    0.056762
-1.186800   0.057667    0.057061
-1.185600   0.057167    0.057361
-1.184400   0.055292    0.057663
-1.183200   0.057208    0.057966
-1.182000   0.056500    0.058270
-1.180800   0.058125    0.058575
-1.179600   0.056583    0.058882
-1.178400   0.063458    0.059190
-1.177200   0.062917    0.059499
-1.176000   0.060667    0.059810
-1.174800   0.062542    0.060122
-1.173600   0.061917    0.060435
-1.172400   0.063333    0.060750
-1.171200   0.065208    0.061066
-1.170000   0.062917    0.061383
-1.168800   0.064667    0.061701
-1.167600   0.063167    0.062021
-1.166400   0.060042    0.062342
-1.165200   0.064708    0.062665
-1.164000   0.064458    0.062989
-1.162800   0.063333    0.063314
-1.161600   0.065292    0.063640
-1.160400   0.063167    0.063968
-1.159200   0.064083    0.064297
-1.158000   0.064208    0.064628
-1.156800   0.069333    0.064960
-1.155600   0.069000    0.065293
-1.154400   0.067667    0.065627
-1.153200   0.065458    0.065963
-1.152000   0.068750    0.066301
-1.150800   0.067333    0.066639
-1.149600   0.067958    0.066980
-1.148400   0.068625    0.067321
-1.147200   0.070042    0.067664
-1.146000   0.066500    0.068008
-1.144800   0.068083    0.068354
-1.143600   0.070958    0.068701
-1.142400   0.070125    0.069049
-1.141200   0.071208    0.069399
-1.140000   0.072375    0.069750
-1.138800   0.072708    0.070103
-1.137600   0.070750    0.070457
-1.136400   0.075625    0.070812
-1.135200   0.073750    0.071169
-1.134000   0.071417    0.071527
-1.132800   0.075167    0.071887
-1.131600   0.075375    0.072248
-1.130400   0.075333    0.072610
-1.129200   0.074875    0.072974
-1.128000   0.073875    0.073340
-1.126800   0.072917    0.073707
-1.125600   0.077125    0.074075
-1.124400   0.074167    0.074445
-1.123200   0.075833    0.074816
-1.122000   0.077708    0.075188
-1.120800   0.076667    0.075563
-1.119600   0.077417    0.075938
-1.118400   0.079500    0.076315
-1.117200   0.076708    0.076694
-1.116000   0.076333    0.077073
-1.114800   0.080375    0.077455
-1.113600   0.081667    0.077838
-1.112400   0.081875    0.078222
-1.111200   0.079500    0.078608
-1.110000   0.082000    0.078995
-1.108800   0.083500    0.079384
-1.107600   0.081667    0.079774
-1.106400   0.081375    0.080166
-1.105200   0.084792    0.080559
-1.104000   0.084292    0.080954
-1.102800   0.084083    0.081350
-1.101600   0.085833    0.081748
-1.100400   0.085542    0.082147
-1.099200   0.089542    0.082548
-1.098000   0.086333    0.082951
-1.096800   0.087000    0.083354
-1.095600   0.084750    0.083760
-1.094400   0.090167    0.084167
-1.093200   0.087333    0.084575
-1.092000   0.086542    0.084985
-1.090800   0.087042    0.085396
-1.089600   0.089625    0.085809
-1.088400   0.090000    0.086224
-1.087200   0.091750    0.086640
-1.086000   0.089125    0.087058
-1.084800   0.090417    0.087477
-1.083600   0.088292    0.087898
-1.082400   0.090625    0.088320
-1.081200   0.091458    0.088744
-1.080000   0.095875    0.089169
-1.078800   0.090875    0.089596
-1.077600   0.096625    0.090025
-1.076400   0.094708    0.090455
-1.075200   0.093792    0.090887
-1.074000   0.092417    0.091320
-1.072800   0.097125    0.091755
-1.071600   0.095417    0.092191
-1.070400   0.095208    0.092629
-1.069200   0.097625    0.093069
-1.068000   0.097167    0.093510
-1.066800   0.096167    0.093953
-1.065600   0.097833    0.094397
-1.064400   0.094833    0.094843
-1.063200   0.101500    0.095290
-1.062000   0.099667    0.095740
-1.060800   0.099708    0.096190
-1.059600   0.101375    0.096643
-1.058400   0.106333    0.097097
-1.057200   0.101125    0.097552
-1.056000   0.099708    0.098010
-1.054800   0.101167    0.098469
-1.053600   0.107375    0.098929
-1.052400   0.102542    0.099391
-1.051200   0.105583    0.099855
-1.050000   0.101708    0.100320
-1.048800   0.101042    0.100787
-1.047600   0.105750    0.101256
-1.046400   0.108750    0.101726
-1.045200   0.106750    0.102198
-1.044000   0.111500    0.102671
-1.042800   0.110042    0.103147
-1.041600   0.107208    0.103624
-1.040400   0.107000    0.104102
-1.039200   0.110625    0.104582
-1.038000   0.108333    0.105064
-1.036800   0.108875    0.105547
-1.035600   0.108417    0.106033
-1.034400   0.108958    0.106519
-1.033200   0.111583    0.107008
-1.032000   0.110708    0.107498
-1.030800   0.113458    0.107990
-1.029600   0.115792    0.108483
-1.028400   0.113917    0.108978
-1.027200   0.115083    0.109475
-1.026000   0.119833    0.109974
-1.024800   0.114083    0.110474
-1.023600   0.116375    0.110976
-1.022400   0.116250    0.111479
-1.021200   0.114625    0.111985
-1.020000   0.118167    0.112491
-1.018800   0.115792    0.113000
-1.017600   0.118542    0.113510
-1.016400   0.118042    0.114023
-1.015200   0.120167    0.114536
-1.014000   0.120750    0.115052
-1.012800   0.118958    0.115569
-1.011600   0.117000    0.116088
-1.010400   0.122417    0.116608
-1.009200   0.121750    0.117131
-1.008000   0.122625    0.117655
-1.006800   0.123708    0.118180
-1.005600   0.122333    0.118708
-1.004400   0.127333    0.119237
-1.003200   0.127583    0.119768
-1.002000   0.125625    0.120300
-1.000800   0.127375    0.120835
-0.999600   0.125542    0.121371
-0.998400   0.126125    0.121908
-0.997200   0.129292    0.122448
-0.996000   0.130792    0.122989
-0.994800   0.130083    0.123532
-0.993600   0.129500    0.124077
-0.992400   0.129458    0.124623
-0.991200   0.129750    0.125172
-0.990000   0.128250    0.125722
-0.988800   0.133083    0.126273
-0.987600   0.128375    0.126827
-0.986400   0.133875    0.127382
-0.985200   0.130542    0.127939
-0.984000   0.135750    0.128498
-0.982800   0.132708    0.129058
-0.981600   0.133917    0.129620
-0.980400   0.136667    0.130184
-0.979200   0.138667    0.130750
-0.978000   0.136500    0.131317
-0.976800   0.135583    0.131887
-0.975600   0.139750    0.132458
-0.974400   0.132708    0.133030
-0.973200   0.143583    0.133605
-0.972000   0.141125    0.134181
-0.970800   0.139417    0.134759
-0.969600   0.140542    0.135339
-0.968400   0.141708    0.135921
-0.967200   0.144208    0.136504
-0.966000   0.143708    0.137089
-0.964800   0.142583    0.137676
-0.963600   0.143667    0.138265
-0.962400   0.147708    0.138856
-0.961200   0.142875    0.139448
-0.960000   0.146833    0.140042
-0.958800   0.145042    0.140638
-0.957600   0.153417    0.141235
-0.956400   0.150792    0.141835
-0.955200   0.147583    0.142436
-0.954000   0.149667    0.143039
-0.952800   0.144917    0.143644
-0.951600   0.146542    0.144251
-0.950400   0.148917    0.144859
-0.949200   0.152208    0.145469
-0.948000   0.151750    0.146081
-0.946800   0.156125    0.146695
-0.945600   0.153125    0.147310
-0.944400   0.156958    0.147928
-0.943200   0.156333    0.148547
-0.942000   0.154417    0.149168
-0.940800   0.155917    0.149791
-0.939600   0.157333    0.150415
-0.938400   0.158583    0.151042
-0.937200   0.161875    0.151670
-0.936000   0.158958    0.152300
-0.934800   0.160083    0.152932
-0.933600   0.159625    0.153565
-0.932400   0.157542    0.154201
-0.931200   0.157208    0.154838
-0.930000   0.166583    0.155477
-0.928800   0.167875    0.156118
-0.927600   0.165458    0.156760
-0.926400   0.166125    0.157405
-0.925200   0.167792    0.158051
-0.924000   0.161375    0.158699
-0.922800   0.166417    0.159349
-0.921600   0.170250    0.160000
-0.920400   0.167625    0.160654
