Temperature   <m^2>     error bar
2.360000    0.206838   0.001114
2.370000    0.189289   0.001081
2.380000    0.166862   0.001021
2.390000    0.150733   0.000938
2.400000    0.134804   0.000920
2.410000    0.124442   0.000864
2.420000    0.112690   0.000818
2.430000    0.102787   0.000797
2.440000    0.092803   0.000730
2.450000    0.090427   0.000733
2.460000    0.081929   0.000684
2.470000    0.077114   0.000669
2.480000    0.069442   0.000621
2.490000    0.065168   0.000626
2.500000    0.061315   0.000603
2.510000    0.056271   0.000581
2.520000    0.053718   0.000566
2.530000    0.050057   0.000535
2.540000    0.047921   0.000528
2.550000    0.044585   0.000523
2.560000    0.043357   0.000495
2.570000    0.040095   0.000495
2.580000    0.039029   0.000490
2.590000    0.036837   0.000468
2.600000    0.034719   0.000445
2.610000    0.033542   0.000455
2.620000    0.032927   0.000439
2.630000    0.030617   0.000441
2.640000    0.029365   0.000408
2.650000    0.028227   0.000411
2.660000    0.027145   0.000404
2.670000    0.025965   0.000399
2.680000    0.025458   0.000393
2.690000    0.023998   0.000381
2.700000    0.023710   0.000372
2.710000    0.022564   0.000370
2.720000    0.021854   0.000361
2.730000    0.021535   0.000358
2.740000    0.020999   0.000370
2.750000    0.020314   0.000353
2.760000    0.019761   0.000349
2.770000    0.019028   0.000333
2.780000    0.018789   0.000342
2.790000    0.018130   0.000341
2.800000    0.017440   0.000323
2.810000    0.016982   0.000317
2.820000    0.016436   0.000318
2.830000    0.016372   0.000319
2.840000    0.015846   0.000307
2.850000    0.015384   0.000305
2.860000    0.015248   0.000301
2.870000    0.014652   0.000300
2.880000    0.014406   0.000292
2.890000    0.014105   0.000302
2.900000    0.013783   0.000291
2.910000    0.013473   0.000285
2.920000    0.013108   0.000278
2.930000    0.012980   0.000288
2.940000    0.012690   0.000280
2.950000    0.012428   0.000273
2.960000    0.012161   0.000277
2.970000    0.011982   0.000266
2.980000    0.011690   0.000264
2.990000    0.011320   0.000266
3.000000    0.011278   0.000263
3.010000    0.011235   0.000264
3.020000    0.010873   0.000259
3.030000    0.010769   0.000258
3.040000    0.010504   0.000252
3.050000    0.010444   0.000255
3.060000    0.010218   0.000252
3.070000    0.010037   0.000250
3.080000    0.009948   0.000244
3.090000    0.009781   0.000243
3.100000    0.009665   0.000242
3.110000    0.009425   0.000240
3.120000    0.009308   0.000234
3.130000    0.009232   0.000236
3.140000    0.009011   0.000234
3.150000    0.008919   0.000231
3.160000    0.008791   0.000231
3.170000    0.008659   0.000232
3.180000    0.008574   0.000229
3.190000    0.008444   0.000228
3.200000    0.008392   0.000225
3.210000    0.008188   0.000222
3.220000    0.008103   0.000224
3.230000    0.008041   0.000221
3.240000    0.007979   0.000223
3.250000    0.007830   0.000217
3.260000    0.007708   0.000220
3.270000    0.007579   0.000215
3.280000    0.007541   0.000216
3.290000    0.007412   0.000213
3.300000    0.007380   0.000210
3.310000    0.007299   0.000210
3.320000    0.007134   0.000208
3.330000    0.007121   0.000209
3.340000    0.007026   0.000208
3.350000    0.007048   0.000206
3.360000    0.006912   0.000207
3.370000    0.006805   0.000204
3.380000    0.006725   0.000203
3.390000    0.006681   0.000201
3.400000    0.006571   0.000203
3.410000    0.006531   0.000199
3.420000    0.006510   0.000200
3.430000    0.006378   0.000197
3.440000    0.006312   0.000198
3.450000    0.006265   0.000196
3.460000    0.006214   0.000196
3.470000    0.006132   0.000193
3.480000    0.006120   0.000195
3.490000    0.006084   0.000195
3.500000    0.005992   0.000193
3.510000    0.005941   0.000192
3.520000    0.005914   0.000190
3.530000    0.005836   0.000187
3.540000    0.005779   0.000189
3.550000    0.005776   0.000188
3.560000    0.005694   0.000185
3.570000    0.005611   0.000184
3.580000    0.005594   0.000185
3.590000    0.005562   0.000185
3.600000    0.005488   0.000181
3.610000    0.005466   0.000183
3.620000    0.005404   0.000182
3.630000    0.005379   0.000181
3.640000    0.005358   0.000182
3.650000    0.005289   0.000181
3.660000    0.005212   0.000180
3.670000    0.005190   0.000178
3.680000    0.005186   0.000176
3.690000    0.005137   0.000179
3.700000    0.005103   0.000177
3.710000    0.005047   0.000175
3.720000    0.005012   0.000174
3.730000    0.004979   0.000175
3.740000    0.004881   0.000174
3.750000    0.004892   0.000173
3.760000    0.004876   0.000172
3.770000    0.004809   0.000173
3.780000    0.004808   0.000171
3.790000    0.004778   0.000170
3.800000    0.004739   0.000170
3.810000    0.004725   0.000172
3.820000    0.004642   0.000167
3.830000    0.004667   0.000170
3.840000    0.004598   0.000167
3.850000    0.004565   0.000166
3.860000    0.004583   0.000168
3.870000    0.004530   0.000167
3.880000    0.004468   0.000166
3.890000    0.004482   0.000167
3.900000    0.004417   0.000164
3.910000    0.004424   0.000165
3.920000    0.004389   0.000163
3.930000    0.004362   0.000163
3.940000    0.004348   0.000163
3.950000    0.004334   0.000162
3.960000    0.004256   0.000161
3.970000    0.004279   0.000161
3.980000    0.004234   0.000159
3.990000    0.004203   0.000159
4.000000    0.004174   0.000160
